index,target
456,0.031529877
457,0.1212406
458,0.03743839
459,0.17539144
460,0.22836354
461,0.24268952
462,0.36762995
463,0.07424897
464,0.29355687
465,0.029482948
466,0.8612406
467,0.034862872
468,0.25364098
469,0.03434912
470,0.039214764
471,0.03076162
472,0.02930028
473,0.060493622
474,0.05370852
475,0.51657826
476,0.14523916
477,0.1060243
478,0.23762526
479,0.32867914
480,0.030295376
481,0.5622099
482,0.05646188
483,0.5999676
484,0.28449258
485,0.15176244
486,0.8861662
487,0.11640362
488,0.040794298
489,0.058262587
490,0.1545471
491,0.19854337
492,0.62675846
493,0.16881976
494,0.27699643
495,0.3819302
496,0.02867263
497,0.22261271
498,0.6206218
499,0.14497481
500,0.031279817
501,0.7126753
502,0.4767584
503,0.633701
504,0.2164645
505,0.08235493
506,0.29736048
507,0.028934564
508,0.039273396
509,0.58111703
510,0.6122516
511,0.41904986
512,0.30762377
513,0.38948774
514,0.633701
515,0.64497447
516,0.03508593
517,0.04830168
518,0.04323518
519,0.54346687
520,0.050549217
521,0.061978847
522,0.2946476
523,0.058608994
524,0.40860802
525,0.035014022
526,0.42322794
527,0.12742208
528,0.3224936
529,0.04729752
530,0.633701
531,0.15126885
532,0.21084711
533,0.3845312
534,0.74836075
535,0.25690308
536,0.11292013
537,0.63548326
538,0.6116346
539,0.04007447
540,0.06553784
541,0.031681176
542,0.19709527
543,0.2962792
544,0.030451288
545,0.05669889
546,0.040586445
547,0.20285642
548,0.11470866
549,0.031663496
550,0.72264403
551,0.04961854
552,0.03743715
553,0.54866093
554,0.23881005
555,0.030014198
556,0.2624335
557,0.07634391
558,0.19912827
559,0.5813421
560,0.03235007
561,0.047405057
562,0.36638013
563,0.059008494
564,0.09739708
565,0.37774897
566,0.46731845
567,0.046945285
568,0.22421908
569,0.25562942
570,0.031055978
571,0.14601429
572,0.18593511
573,0.5808418
574,0.30437636
575,0.04226338
576,0.044824645
577,0.09171276
578,0.16408199
579,0.88388085
580,0.5353675
581,0.2603108
582,0.27285662
583,0.09082961
584,0.059237417
585,0.19042213
586,0.030365227
587,0.12543465
588,0.48809934
589,0.15790059
590,0.30997834
591,0.03172025
592,0.6128923
593,0.8856385
594,0.040334575
595,0.028747406
596,0.03367763
597,0.03274778
598,0.13253102
599,0.03144894
600,0.6767862
601,0.28479186
602,0.4507142
603,0.028959394
604,0.69559497
605,0.17118356
606,0.123645015
607,0.76175743
608,0.09166218
609,0.04703207
610,0.029903134
611,0.2964733
612,0.059025954
613,0.06398957
614,0.39714304
615,0.030093655
616,0.04778509
617,0.052309893
618,0.6941881
619,0.03349579
620,0.028173165
621,0.041807532
622,0.06355361
623,0.052940305
624,0.8973922
625,0.21386133
626,0.05634117
627,0.33860466
628,0.44897348
629,0.18526275
630,0.1821462
631,0.38619444
632,0.10231238
633,0.13910364
634,0.11959972
635,0.046472143
636,0.9151606
637,0.15065445
638,0.03171079
639,0.04701568
640,0.07576054
641,0.5197025
642,0.7043526
643,0.036837544
644,0.7169253
645,0.76284343
646,0.042611413
647,0.061240293
648,0.5082585
649,0.050538294
650,0.48815864
651,0.54335535
652,0.081121325
653,0.4249077
654,0.40004835
655,0.06276201
656,0.42241356
657,0.059196874
658,0.21279168
659,0.62262934
660,0.8802169
661,0.0902697
662,0.59007895
663,0.13055229
664,0.15955856
665,0.07665313
666,0.08187479
667,0.5631479
668,0.053814318
669,0.07829969
670,0.16693282
671,0.2835519
672,0.7741499
673,0.039885525
674,0.032219708
675,0.25796086
676,0.25619325
677,0.40357995
678,0.048071235
679,0.08371399
680,0.09355963
681,0.33860466
682,0.15473402
683,0.38223603
684,0.056744233
685,0.04057359
686,0.116523616
687,0.26591226
688,0.49301866
689,0.32101583
690,0.7026557
691,0.5278093
692,0.05667656
693,0.06264756
694,0.19876212
695,0.38888344
696,0.07567438
697,0.10697899
698,0.4610222
699,0.3155377
700,0.13281764
701,0.36248332
702,0.12885615
703,0.046427663
704,0.02930028
705,0.039975863
706,0.039952163
707,0.43151164
708,0.039637767
709,0.03052227
710,0.044827074
711,0.03930824
712,0.22928593
713,0.44359714
714,0.7130798
715,0.060980666
716,0.12102344
717,0.11484134
718,0.04581403
719,0.37161517
720,0.13211896
721,0.2946872
722,0.8463761
723,0.69074607
724,0.2896986
725,0.20632927
726,0.05464313
727,0.17668928
728,0.049688764
729,0.05217689
730,0.072969526
731,0.1645096
732,0.3921128
733,0.11316743
734,0.50638324
735,0.033448473
736,0.46168965
737,0.03492015
738,0.2085904
739,0.2369882
740,0.18894729
741,0.22081381
742,0.16884474
743,0.15244925
744,0.8566846
745,0.05336461
746,0.09228025
747,0.35460213
748,0.0715748
749,0.074586414
750,0.31436798
751,0.12415069
752,0.658529
753,0.03172405
754,0.035614353
755,0.11497234
756,0.042708635
757,0.043437365
758,0.08703573
759,0.05465944
760,0.43887267
761,0.057116874
762,0.058998045
763,0.02930028
764,0.7444386
765,0.7475367
766,0.15256673
767,0.08929312
768,0.22242069
769,0.13995193
770,0.18741944
771,0.041871697
772,0.17554782
773,0.131151
774,0.11059738
775,0.18655968
776,0.16017103
777,0.03438428
778,0.02971546
779,0.050737727
780,0.08488821
781,0.5468488
782,0.41665134
783,0.64742213
784,0.032209132
785,0.06231223
786,0.8534887
787,0.030576563
788,0.09237333
789,0.033485606
790,0.2681234
791,0.31617656
792,0.2192234
793,0.68408936
794,0.21578667
795,0.05366345
796,0.36164352
797,0.052682195
798,0.0907032
799,0.061634745
800,0.054230724
801,0.6562538
802,0.1444748
803,0.67362916
804,0.040723156
805,0.37622115
806,0.13838409
807,0.46607563
808,0.048762895
809,0.37839007
810,0.089897074
811,0.035437312
812,0.621743
813,0.60234135
814,0.08178157
815,0.90202266
816,0.031372197
817,0.45353442
818,0.37784985
819,0.14653374
820,0.25888282
821,0.15987043
822,0.66388184
823,0.24084064
824,0.17433605
825,0.26080072
826,0.03780099
827,0.37336367
828,0.03539658
829,0.09889327
830,0.77901125
831,0.029368253
832,0.5865492
833,0.78338444
834,0.81575406
835,0.04951396
836,0.029338673
837,0.04178003
838,0.7378724
839,0.5186389
840,0.31187007
841,0.42737827
842,0.36505508
843,0.05171341
844,0.062919535
845,0.27285662
846,0.4810583
847,0.07821524
848,0.3446583
849,0.3446055
850,0.035543688
851,0.51314586
852,0.67761606
853,0.42588356
854,0.38692495
855,0.06604306
856,0.0749446
857,0.10015255
858,0.22559293
859,0.08911325
860,0.04752196
861,0.60313517
862,0.15970996
863,0.29226837
864,0.46794465
865,0.032641318
866,0.40526515
867,0.049896207
868,0.03521226
869,0.31893998
870,0.5167241
871,0.039569777
872,0.42675018
873,0.028625391
874,0.67143744
875,0.16181298
876,0.032378003
877,0.18103035
878,0.21530087
879,0.06974086
880,0.04600358
881,0.27124965
882,0.033429436
883,0.4005044
884,0.03272978
885,0.1423091
886,0.38958174
887,0.3368503
888,0.37393206
889,0.0811891
890,0.10517023
891,0.029328687
892,0.64742213
893,0.04038088
894,0.050214976
895,0.4605284
896,0.108169034
897,0.049260322
898,0.07060977
899,0.9151606
900,0.33042592
901,0.1500896
902,0.08538054
903,0.12223103
904,0.038766455
905,0.5940352
906,0.73098177
907,0.87329525
908,0.37237182
909,0.1037109
910,0.255535
911,0.3928793
912,0.06400077
913,0.3979897
914,0.19461307
915,0.038008973
916,0.032312147
917,0.46619844
918,0.6524881
919,0.89824945
920,0.38154685
921,0.6167425
922,0.032898244
923,0.065566055
924,0.033485606
925,0.6453789
926,0.19884974
927,0.65893286
928,0.07143591
929,0.35027263
930,0.3675984
931,0.08199491
932,0.077213846
933,0.09787201
934,0.8148573
935,0.043697417
936,0.2961031
937,0.5234282
938,0.5076521
939,0.31821918
940,0.45353442
941,0.6252667
942,0.04285639
943,0.3331905
944,0.10985902
945,0.032040372
946,0.5358629
947,0.06409515
948,0.38006175
949,0.06103575
950,0.031561743
951,0.1724894
952,0.443478
953,0.2939332
954,0.061869036
955,0.055256166
956,0.33860466
957,0.059393886
958,0.04719389
959,0.89411736
960,0.24485883
961,0.0581756
962,0.028173165
963,0.8294092
964,0.12737067
965,0.1815952
966,0.07538357
967,0.28224394
968,0.3133787
969,0.74836075
970,0.07164878
971,0.44751114
972,0.6487203
973,0.03005827
974,0.37258187
975,0.102244996
976,0.03606957
977,0.14212257
978,0.028919103
979,0.029067067
980,0.15059341
981,0.059542827
982,0.5005291
983,0.054992393
984,0.6966155
985,0.49639896
986,0.072300725
987,0.031185841
988,0.119109504
989,0.04212096
990,0.89863783
991,0.8529753
992,0.04045919
993,0.37393206
994,0.587076
995,0.041482914
996,0.034998298
997,0.037110154
998,0.58404994
999,0.40680403
1000,0.040543955
1001,0.07267937
1002,0.90759254
1003,0.28686768
1004,0.048855573
1005,0.54580677
1006,0.7656898
1007,0.15496156
1008,0.039625905
1009,0.09058387
1010,0.039938558
1011,0.043352745
1012,0.3734294
1013,0.8202959
1014,0.1358405
1015,0.11326937
1016,0.045734175
1017,0.41602564
1018,0.21526285
1019,0.030756747
1020,0.03161252
1021,0.11962235
1022,0.062092975
1023,0.04197174
1024,0.19612287
1025,0.1570747
1026,0.85008776
1027,0.41213772
1028,0.75706494
1029,0.2871524
1030,0.07382637
1031,0.17677386
1032,0.030014198
1033,0.1008335
1034,0.36505508
1035,0.39064288
1036,0.5530151
1037,0.9099879
1038,0.23063779
1039,0.21420157
1040,0.13712536
1041,0.08928031
1042,0.044616036
1043,0.059803773
1044,0.90202266
1045,0.14188422
1046,0.042844128
1047,0.03323161
1048,0.044828277
1049,0.30369052
1050,0.06501405
1051,0.043500267
1052,0.068994515
1053,0.5647435
1054,0.36926815
1055,0.17526327
1056,0.11827413
1057,0.049283452
1058,0.031089347
1059,0.032261807
1060,0.40699553
1061,0.029373541
1062,0.03785031
1063,0.4799009
1064,0.2197371
1065,0.56196666
1066,0.9099879
1067,0.18714795
1068,0.9071333
1069,0.46709314
1070,0.034138203
1071,0.06824174
1072,0.36764508
1073,0.08584026
1074,0.0542483
1075,0.08255014
1076,0.08651363
1077,0.27948692
1078,0.7004635
1079,0.13675587
1080,0.11076358
1081,0.46910653
1082,0.04437756
1083,0.04591656
1084,0.030093655
1085,0.075626045
1086,0.044577792
1087,0.078673296
1088,0.12099365
1089,0.59268874
1090,0.18807085
1091,0.25397488
1092,0.045173615
1093,0.19271073
1094,0.26749772
1095,0.19015627
1096,0.02867263
1097,0.6175737
1098,0.03390005
1099,0.046468012
1100,0.06147805
1101,0.043797325
1102,0.058167435
1103,0.25450987
1104,0.33473125
1105,0.30457312
1106,0.029343335
1107,0.041988093
1108,0.6152243
1109,0.11590444
1110,0.3859861
1111,0.37963638
1112,0.13786468
1113,0.060476616
1114,0.03005827
1115,0.08339225
1116,0.39482453
1117,0.08664338
1118,0.028271941
1119,0.4499906
1120,0.04140399
1121,0.22444804
1122,0.122066855
1123,0.8320465
1124,0.078236215
1125,0.067087956
1126,0.29621506
1127,0.8587088
1128,0.19464415
1129,0.047351565
1130,0.04454035
1131,0.85241157
1132,0.84355325
1133,0.22147551
1134,0.5622099
1135,0.031996474
1136,0.22798763
1137,0.032832127
1138,0.5094998
1139,0.07018427
1140,0.03937144
1141,0.7068015
1142,0.2602192
1143,0.22620468
1144,0.6082485
1145,0.748434
1146,0.04050795
1147,0.1250379
1148,0.064869225
1149,0.36883596
1150,0.05201226
1151,0.04349748
1152,0.041256744
1153,0.6302136
1154,0.64150834
1155,0.03835139
1156,0.12510234
1157,0.59054536
1158,0.04543607
1159,0.15215203
1160,0.37161517
1161,0.4430007
1162,0.30665177
1163,0.14342839
1164,0.22444804
1165,0.058525123
1166,0.043524925
1167,0.2925919
1168,0.042770047
1169,0.79224795
1170,0.2096788
1171,0.19496226
1172,0.07450345
1173,0.0297002
1174,0.6346429
1175,0.03276748
1176,0.045799922
1177,0.27194178
1178,0.36505508
1179,0.086087905
1180,0.09531523
1181,0.13281764
1182,0.3166078
1183,0.03854143
1184,0.039397165
1185,0.05557546
1186,0.23786244
1187,0.0306458
1188,0.20761365
1189,0.48814002
1190,0.5622099
1191,0.05544188
1192,0.17491637
1193,0.096697465
1194,0.9074311
1195,0.0720447
1196,0.60216624
1197,0.22987904
1198,0.028173165
1199,0.06038519
1200,0.055948928
1201,0.21062519
1202,0.05990117
1203,0.029792046
1204,0.10164922
1205,0.03161268
1206,0.3731406
1207,0.030093655
1208,0.039214764
1209,0.1509835
1210,0.34096855
1211,0.083567075
1212,0.092174165
1213,0.35767847
1214,0.13461532
1215,0.030504405
1216,0.12883654
1217,0.03265857
1218,0.63642544
1219,0.31893608
1220,0.1533421
1221,0.040926963
1222,0.8748989
1223,0.05210023
1224,0.08153548
1225,0.83403915
1226,0.048161425
1227,0.652189
1228,0.34146726
1229,0.29161087
1230,0.18313727
1231,0.029105334
1232,0.21426019
1233,0.09847159
1234,0.54024994
1235,0.04011938
1236,0.124295235
1237,0.5223003
1238,0.4558504
1239,0.25984725
1240,0.86553466
1241,0.10502468
1242,0.7377411
1243,0.41904986
1244,0.046950918
1245,0.088239156
1246,0.048176892
1247,0.029105334
1248,0.34803256
1249,0.20963602
1250,0.055706955
1251,0.55851704
1252,0.15731734
1253,0.032531247
1254,0.51174134
1255,0.24471343
1256,0.8641596
1257,0.70422214
1258,0.16001822
1259,0.88185084
1260,0.02867263
1261,0.12163418
1262,0.03402031
1263,0.22559348
1264,0.39764276
1265,0.27182063
1266,0.033187304
1267,0.33983102
1268,0.05099177
1269,0.45361227
1270,0.37742496
1271,0.5645184
1272,0.873154
1273,0.4182702
1274,0.111755885
1275,0.0699974
1276,0.08206709
1277,0.40986833
1278,0.028894452
1279,0.14085908
1280,0.21079642
1281,0.43887267
1282,0.43778726
1283,0.12661488
1284,0.070698775
1285,0.08925747
1286,0.052910652
1287,0.04242767
1288,0.034773704
1289,0.17856301
1290,0.10225799
1291,0.29051125
1292,0.73392683
1293,0.16482349
1294,0.8169864
1295,0.28109303
1296,0.060858075
1297,0.10179405
1298,0.5357647
1299,0.12552616
1300,0.8645937
1301,0.052099343
1302,0.5972579
1303,0.2964733
1304,0.44831038
1305,0.17956714
1306,0.074594736
1307,0.028916886
1308,0.56404114
1309,0.03460794
1310,0.5173517
1311,0.09486266
1312,0.048544753
1313,0.034017477
1314,0.12765464
1315,0.5229473
1316,0.072848745
1317,0.72264403
1318,0.6002837
1319,0.09551183
1320,0.10155046
1321,0.052592725
1322,0.1664567
1323,0.06530021
1324,0.06278675
1325,0.05549198
1326,0.80401474
1327,0.5569326
1328,0.11248797
1329,0.31769994
1330,0.13555773
1331,0.79816616
1332,0.18970215
1333,0.039754577
1334,0.33940566
1335,0.26388037
1336,0.06958816
1337,0.68408936
1338,0.08062479
1339,0.04373987
1340,0.19514644
1341,0.038320567
1342,0.12856293
1343,0.06412862
1344,0.16203043
1345,0.27194178
1346,0.16171524
1347,0.6652023
1348,0.49783644
1349,0.05556728
1350,0.054859247
1351,0.05225597
1352,0.42671293
1353,0.15176873
1354,0.48476887
1355,0.09877709
1356,0.120216176
1357,0.051801383
1358,0.11605688
1359,0.68408936
1360,0.16943762
1361,0.033077415
1362,0.1871922
1363,0.094706446
1364,0.89495975
1365,0.648967
1366,0.22920586
1367,0.41618207
1368,0.039558668
1369,0.07725369
1370,0.21636973
1371,0.29868802
1372,0.700315
1373,0.5268688
1374,0.06554966
1375,0.035453983
1376,0.3331905
1377,0.037643358
1378,0.056454666
1379,0.18122894
1380,0.12194956
1381,0.045585115
1382,0.54293084
1383,0.8958767
1384,0.17930467
1385,0.05963304
1386,0.030093655
1387,0.030093655
1388,0.077147394
1389,0.051378652
1390,0.5049658
1391,0.39872095
1392,0.52154535
1393,0.36505508
1394,0.12213121
1395,0.04241385
1396,0.22081381
1397,0.2998599
1398,0.25375718
1399,0.5226936
1400,0.22081381
1401,0.33875725
1402,0.40806466
1403,0.5065824
1404,0.030249342
1405,0.1876302
1406,0.29164073
1407,0.20177338
1408,0.04828772
1409,0.05127707
1410,0.6000372
1411,0.030093655
1412,0.09159345
1413,0.03158104
1414,0.071263485
1415,0.5329183
1416,0.033285387
1417,0.064349845
1418,0.4089996
1419,0.4678244
1420,0.032074258
1421,0.74126124
1422,0.055897895
1423,0.0881021
1424,0.062182255
1425,0.06403398
1426,0.06533359
1427,0.028518047
1428,0.084124215
1429,0.03650173
1430,0.050775655
1431,0.028894452
1432,0.03586587
1433,0.03171079
1434,0.45084655
1435,0.034561362
1436,0.031529877
1437,0.031561743
1438,0.35969904
1439,0.6235563
1440,0.49518687
1441,0.70905423
1442,0.4920156
1443,0.08816825
1444,0.07140611
1445,0.44069406
1446,0.03390005
1447,0.6545572
1448,0.45002702
1449,0.2863975
1450,0.052339356
1451,0.10148733
1452,0.06462758
1453,0.17834696
1454,0.03975573
1455,0.038522344
1456,0.042125367
1457,0.05332692
1458,0.39555797
1459,0.03782502
1460,0.16178258
1461,0.3484338
1462,0.11044218
1463,0.09008768
1464,0.11454589
1465,0.034367368
1466,0.1497706
1467,0.07018626
1468,0.06369484
1469,0.08858796
1470,0.046232153
1471,0.031124627
1472,0.8713073
1473,0.029893592
1474,0.5892799
1475,0.30269158
1476,0.44897348
1477,0.040129866
1478,0.030365227
1479,0.05157251
1480,0.6108896
1481,0.05356864
1482,0.12105693
1483,0.070814885
1484,0.062092975
1485,0.033000134
1486,0.114724815
1487,0.1834812
1488,0.050844546
1489,0.22768
1490,0.48751107
1491,0.06515259
1492,0.13441877
1493,0.02867263
1494,0.071116574
1495,0.03032953
1496,0.84396034
1497,0.24998817
1498,0.6467343
1499,0.22820923
1500,0.31809598
1501,0.08377753
1502,0.3331905
1503,0.59433657
1504,0.031818707
1505,0.44112825
1506,0.4658541
1507,0.029982053
1508,0.14089017
1509,0.046568915
1510,0.048294075
1511,0.031813983
1512,0.040193338
1513,0.048860326
1514,0.39565203
1515,0.1045639
1516,0.06581539
1517,0.10413897
1518,0.07547229
1519,0.03005827
1520,0.07137667
1521,0.38212785
1522,0.45205268
1523,0.21279168
1524,0.029105334
1525,0.05962869
1526,0.4031878
1527,0.35331374
1528,0.2588886
1529,0.37947005
1530,0.06702547
1531,0.034383226
1532,0.029343335
1533,0.307071
1534,0.02930028
1535,0.16820534
1536,0.050273683
1537,0.4106494
1538,0.26075223
1539,0.035453983
1540,0.085639864
1541,0.03273972
1542,0.6305695
1543,0.069951475
1544,0.8047246
1545,0.032312147
1546,0.34443346
1547,0.4705035
1548,0.09164696
1549,0.0749446
1550,0.38219506
1551,0.18913995
1552,0.03673822
1553,0.22636317
1554,0.10572514
1555,0.08495095
1556,0.11972197
1557,0.04707591
1558,0.03679958
1559,0.5613557
1560,0.031996474
1561,0.33845022
1562,0.26340798
1563,0.033584584
1564,0.042771533
1565,0.15756354
1566,0.28839308
1567,0.06281399
1568,0.17209044
1569,0.89963156
1570,0.4372149
1571,0.047912993
1572,0.040516365
1573,0.1976083
1574,0.5391573
1575,0.7329571
1576,0.07356896
1577,0.42311078
1578,0.31451014
1579,0.20724545
1580,0.12171651
1581,0.2629653
1582,0.8462253
1583,0.27039233
1584,0.054343298
1585,0.8533471
1586,0.03946911
1587,0.0687229
1588,0.2453013
1589,0.45554712
1590,0.2714674
1591,0.031030238
1592,0.049123183
1593,0.2964733
1594,0.034124803
1595,0.658529
1596,0.1802209
1597,0.57773274
1598,0.21062368
1599,0.040089842
1600,0.7676457
1601,0.21053061
1602,0.15790072
1603,0.43986666
1604,0.18285851
1605,0.057025086
1606,0.038663764
1607,0.46509248
1608,0.21955757
1609,0.031634852
1610,0.050578225
1611,0.22518858
1612,0.21286352
1613,0.54866093
1614,0.15319565
1615,0.28598607
1616,0.032862727
1617,0.05687987
1618,0.31436798
1619,0.042046875
1620,0.03810407
1621,0.44285157
1622,0.08097618
1623,0.45894402
1624,0.629604
1625,0.68804175
1626,0.091865085
1627,0.60260093
1628,0.08238242
1629,0.33461547
1630,0.12084793
1631,0.5999676
1632,0.053117797
1633,0.7237952
1634,0.030857904
1635,0.729204
1636,0.45364502
1637,0.028518047
1638,0.20907404
1639,0.054725636
1640,0.043853924
1641,0.13069929
1642,0.0686636
1643,0.03698353
1644,0.35969904
1645,0.3541634
1646,0.14251803
1647,0.19105372
1648,0.08234679
1649,0.39782304
1650,0.031039026
1651,0.17260462
1652,0.052609235
1653,0.054633535
1654,0.21279168
1655,0.20089729
1656,0.45930028
1657,0.035733264
1658,0.04228531
1659,0.4767042
1660,0.032616694
1661,0.089310765
1662,0.03095155
1663,0.7551238
1664,0.074316666
1665,0.13662603
1666,0.5599946
1667,0.8632596
1668,0.080680154
