index,target
295,0.9934274
296,0.9956252
297,0.0070193456
298,0.9970475
299,0.00012486072
300,0.9938519
301,0.055948798
302,0.1915295
303,0.00015764822
304,0.0015455952
305,0.00029829386
306,0.9375402
307,0.0031931584
308,0.997334
309,0.0006976075
310,0.99318117
311,0.0005949272
312,0.004733504
313,0.9914921
314,0.00012210646
315,5.374704e-05
316,0.9994905
317,0.09688802
318,0.9981013
319,0.012827764
320,0.00035594014
321,0.00043999433
322,0.002541562
323,0.9994417
324,0.01710911
325,0.0013098769
326,0.00021004624
327,0.00024113874
328,7.023812e-05
329,0.9978453
330,0.9932714
331,9.3828185e-06
332,0.00037163656
333,0.9997845
334,0.99820197
335,0.9978375
336,0.0013032884
337,0.017495487
338,0.9933297
339,0.8762722
340,0.99504507
341,0.00013441271
342,0.9977169
343,0.9848957
344,0.00018719459
345,0.9992138
346,0.0003279002
347,0.68278503
348,0.00015665265
349,0.006186311
350,0.0015001355
351,0.982227
352,0.99841
353,0.9892208
354,0.9727193
355,0.00018258826
356,0.0002062873
357,0.09060009
358,0.9850109
359,0.00014128195
360,0.9925209
361,0.99961096
362,3.797473e-05
363,0.9989084
364,0.00063076924
365,5.6359208e-05
366,0.99909914
367,0.0010122383
368,0.9823989
369,0.0012258576
370,0.14552835
371,0.0006438218
372,1.1528685e-05
373,0.9996668
374,0.998108
375,0.00095665845
376,0.9973225
377,0.9637654
378,0.9984902
379,0.9997389
380,0.9985253
381,0.00019845366
382,0.00021576892
383,0.9957189
384,0.0001644747
385,0.01044309
386,0.99123245
387,0.00051823555
388,2.958264e-05
389,0.00053284323
390,0.9952673
391,0.66679674
392,0.9629938
393,0.9991629
394,0.9993782
395,0.9981639
396,0.9993432
397,0.97588557
398,0.6776745
399,0.99769235
400,0.9989428
401,0.99194616
402,0.99844104
403,0.48805946
404,0.66767585
405,0.97397
406,0.9988226
407,0.9941765
408,0.0043943077
409,0.007377175
410,0.9948873
411,0.9990392
412,0.00037698832
413,0.00023769874
414,0.99908245
415,0.0019902675
416,0.9993899
417,0.9773471
418,0.024636934
419,0.0016101159
420,0.075655654
421,0.9985738
422,0.99500066
423,0.99927825
424,0.003075117
425,0.99957246
426,0.0020703352
427,0.0009701877
428,0.006767709
429,0.00022319132
430,0.014348092
431,0.99932694
432,0.0006047837
433,6.3480955e-05
434,0.9987379
435,0.93737864
436,0.0007849954
437,0.99898475
438,0.9342033
439,4.418321e-05
440,0.99969935
441,0.99934417
442,0.0008452462
443,0.98576283
444,0.99599993
445,0.99521977
446,0.9991893
447,0.9704498
448,0.0018195664
449,0.0011751256
450,0.009393215
451,0.00020758204
452,0.0001040477
453,0.9998628
454,0.0010086304
455,0.99566674
456,0.00012342623
457,0.9974654
458,0.00026236437
459,0.99894875
460,0.010743081
461,0.0011782426
462,0.00014054215
463,0.99762386
464,2.3667562e-05
465,0.9705611
466,0.9806856
467,0.99500567
468,0.98736584
469,0.00042134043
470,0.99368167
471,0.9900648
472,0.00021602705
473,0.99730814
474,0.99947613
475,0.011461079
476,0.004492778
477,0.9978904
478,0.99756646
479,0.99927896
480,0.029291091
481,0.99637645
482,0.9517785
483,5.972458e-06
484,0.9990607
485,0.9992237
486,0.9988721
487,0.0019346074
488,0.0011204921
489,0.963986
490,0.0035053135
491,0.98612726
492,0.0007489124
493,0.9986872
494,0.061074186
495,0.00029841304
496,0.93040794
497,0.00014355674
498,0.001445523
499,0.99333644
500,3.7545502e-05
501,0.9988759
502,0.0022103155
503,0.8629064
504,0.99816316
505,0.99657744
506,0.015529206
507,0.9993349
508,0.0001418565
509,0.00030541065
510,0.0016506275
511,0.99551964
512,0.00034967586
513,0.00030912957
514,0.999647
515,0.9970464
516,0.0006896845
517,0.0026199527
518,9.896305e-05
519,0.9984906
520,0.9333612
521,0.0006865407
522,0.99338233
523,0.00021422064
524,0.9949391
525,4.3218937e-05
526,0.00055087777
527,0.9984627
528,0.9977586
529,0.00021062182
530,0.99965036
531,0.99787915
532,0.99777347
533,0.00019968649
534,0.993141
535,0.99883765
536,0.00023723685
537,0.94151914
538,0.9993511
539,0.9986994
540,0.99767655
541,0.99764025
542,0.00012603648
543,0.0012267348
544,0.9992212
545,0.0007405271
546,0.9981806
547,0.98581886
548,0.9995592
549,7.242791e-05
550,0.00045774816
551,0.9709122
552,0.99659806
553,0.99294174
554,0.99960977
555,0.039595116
556,0.0009812883
557,0.99824846
558,0.0011367183
559,0.0068076733
560,0.9951652
561,0.0016189113
562,2.8361477e-05
563,1.4625177e-05
564,0.003990667
565,0.0016109792
566,0.9981346
567,0.9987165
568,0.9738859
569,0.9966518
570,0.99429154
571,0.988209
572,0.9963458
573,0.9982913
574,0.005510515
575,0.9988356
576,0.9987955
577,0.9995216
578,0.00048271238
579,0.998847
580,0.00071558764
581,0.9036163
582,2.3496938e-05
583,0.99139726
584,0.99684745
585,0.9971636
586,0.99888307
587,0.00037316704
588,0.007906958
589,0.9996716
590,0.009016555
591,0.00040490972
592,0.00029785564
593,0.9789367
594,0.99893945
595,1.8483512e-05
596,0.99964476
597,0.9976799
598,4.839809e-05
599,0.0033341676
600,0.9983973
601,0.009184842
602,0.9423482
603,0.9999697
604,0.0005949918
605,0.0005153239
606,0.7953501
607,0.00074754696
608,0.9992538
609,0.0002704776
610,0.99411446
611,0.9997074
612,0.99745363
613,1.6237955e-05
614,0.005329247
615,7.234093e-05
616,0.9967949
617,0.9921853
618,0.9995571
619,0.99897027
620,0.011125249
621,0.0002547226
622,0.9989563
623,0.0013926107
624,0.00010140177
625,0.99958426
626,0.9949635
627,0.9991406
628,0.99929726
629,0.9985337
630,0.99832207
631,0.999027
632,0.99718946
633,4.7213118e-05
634,0.9996278
635,0.99199283
636,0.99528044
637,0.99269485
638,0.993632
639,0.99889475
640,0.98526394
641,0.00024071193
642,0.9965502
643,9.1170354e-05
644,0.9969945
645,0.0009397997
646,0.000779427
647,0.97293574
648,0.00025644395
649,0.00013445847
650,0.99968505
651,0.99272585
652,0.9972013
653,0.98291636
654,0.98827285
655,8.878597e-05
656,0.0005822348
657,0.9546604
658,0.05153027
659,0.99836165
660,0.0017937049
661,0.012285033
662,0.9984309
663,0.00018389044
664,0.9992563
665,0.99823654
666,0.99519193
667,0.9983662
668,0.9986456
669,0.00020412178
670,0.99019617
671,0.04452101
672,0.98982376
673,9.9704535e-05
674,0.9993536
675,0.98957413
676,0.99713266
677,0.9922672
678,0.9972566
679,0.00020425183
680,0.0003505684
681,0.9997818
682,0.0023744984
683,6.8182846e-05
684,0.99483335
685,9.3674855e-05
686,0.00024019336
687,0.99752766
688,0.9991941
689,0.99956125
690,0.0011949628
691,0.0006507774
692,7.593039e-05
693,0.0011293498
694,0.99081355
695,0.99895084
696,0.9825431
697,0.0001750774
698,0.999119
699,0.98199123
700,0.9984915
701,0.9989631
702,0.0003535975
703,0.0025505559
704,0.0003667528
705,0.0087542925
706,0.98688996
707,0.0023436607
708,0.046378925
709,0.9974903
710,0.99780875
711,0.9989183
712,0.99759185
713,0.9994684
714,0.99687344
715,0.9968815
716,2.2549595e-05
717,5.554012e-05
718,0.9972332
719,0.008273003
720,0.0020304131
721,0.9904282
722,0.00018974944
723,0.99431914
724,0.00054625695
725,0.99922204
726,0.9993338
727,0.9957526
728,2.4061019e-05
729,0.9993179
730,0.99461776
731,0.98909
732,0.9980793
733,0.99976295
734,0.0027287274
735,0.9994319
736,0.001559928
737,0.0025197444
738,0.99813014
739,0.0010327991
740,0.0016960575
741,0.9985227
742,0.9992124
743,0.99685717
744,0.0010718114
745,0.00056307524
746,0.99039865
747,0.9978405
748,0.9978961
749,0.99679404
750,0.99871266
751,0.000544773
752,0.9927643
753,0.99912935
754,0.9891812
755,0.94150656
756,8.453046e-05
757,0.43880707
758,0.99763477
759,0.0008008372
760,0.00044669711
761,0.9940671
762,0.00018363322
763,0.97615826
764,0.9974457
765,0.00016997334
766,0.99923897
767,0.9954513
768,0.9974153
769,0.99678063
770,0.00017334221
771,0.0003461564
772,0.0014840008
773,0.041954003
774,0.99973184
775,0.9993585
776,0.0026136693
777,0.99473745
778,0.0003951173
779,4.5036693e-05
780,0.004991459
781,0.032949097
782,0.001200663
783,0.99944323
784,0.99792874
785,0.999554
786,0.11847379
787,0.00090203533
788,0.99563366
789,0.99724567
790,0.31329155
791,0.9988544
792,0.9935454
793,0.94456553
794,0.9994276
795,8.1167316e-05
796,0.9987702
797,0.9965565
798,7.708132e-05
799,0.9985954
800,0.9994023
801,0.998116
802,0.9990361
803,0.99695706
804,0.01691002
805,0.0013371202
806,6.606619e-05
807,0.97497785
808,0.98499227
809,0.000111662775
810,0.9967604
811,0.99933213
812,0.9980301
813,0.9992205
814,0.9912788
815,0.0070458413
816,0.9998092
817,0.9783165
818,0.99805933
819,0.99492353
820,0.00015698506
821,5.6062247e-05
822,0.99749255
823,0.9972978
824,0.9880924
825,0.00040083207
826,0.00038377935
827,0.9883179
828,0.9973959
829,0.97817594
830,1.5819842e-05
831,0.99195623
832,0.00048671637
833,0.9709523
834,0.99259573
835,4.9135466e-05
836,0.0005301981
837,0.98067605
838,0.99508387
839,0.9767007
840,0.9992435
841,0.9788123
842,0.000515207
843,0.09284371
844,0.9985135
845,0.9988418
846,0.955775
847,0.0007014711
848,0.00042198962
849,8.8127614e-05
850,7.106839e-05
851,0.99903476
852,0.00034342226
853,0.00038087013
854,0.9956969
855,0.9289889
856,0.9891453
857,5.829193e-05
858,0.00030370132
859,0.99825996
860,0.96888494
861,0.9976471
862,0.9887987
863,0.9962494
864,0.99806505
865,0.959867
866,0.0019898242
867,0.0022469524
868,0.996256
869,0.2084887
870,0.97673607
871,0.00019658449
872,0.9832555
873,1.5545587e-05
874,0.0049768738
875,0.9980623
876,0.99482626
877,0.98345065
878,0.0022217552
879,0.00032756088
880,0.9998779
881,0.034105718
882,0.9838139
883,0.0003664718
884,0.9988714
885,0.9987735
886,0.9973616
887,0.985679
888,0.0001300038
889,0.99971277
890,0.99836
891,0.9947277
892,0.0005825296
893,0.00072183413
894,0.0005085415
895,0.97663933
896,0.93414116
897,0.9943862
898,0.00042817433
899,2.068543e-05
900,0.0023481806
901,0.99851304
902,0.99566793
903,0.999257
904,0.9856985
905,0.0008767362
906,0.9990735
907,0.99986494
908,0.998689
909,0.99789304
910,0.00096256466
911,3.2744334e-05
912,0.9702407
913,0.0015361798
914,0.00014561425
915,0.002123152
916,0.9994616
917,0.99544287
918,0.0009231494
919,0.95618707
920,0.9943703
921,0.998648
922,0.9751193
923,0.98752975
924,0.9995484
925,0.99870217
926,0.8370588
927,0.0003009292
928,0.0006057044
929,0.99796045
930,0.000411766
931,0.000110780595
932,0.00043344116
933,0.9974011
934,0.9996251
935,0.89867884
936,8.070647e-05
937,0.008509311
938,0.999479
939,0.9580546
940,0.0007497793
941,0.9642486
942,0.00019481055
943,0.99896574
944,0.09021416
945,0.9986727
946,6.6321525e-05
947,0.99503386
948,6.444737e-05
949,0.99755657
950,0.011023818
951,0.99710494
952,0.007131139
953,0.00025115567
954,0.7569425
955,0.0005338755
956,0.9909072
957,0.99831665
958,2.9987628e-05
959,0.99669397
960,0.0015273802
961,0.004361324
962,0.00019389897
963,0.022171928
964,0.9731967
965,0.9958211
966,0.00033189665
967,0.0055103875
968,0.99822
969,0.9986609
970,0.98375607
971,0.0010775883
972,0.9987735
973,0.00050232856
974,0.0003012935
975,0.00010399642
976,0.5604588
977,0.9971756
978,0.9971846
979,0.9764113
980,0.9983908
981,0.00041383356
982,0.002268414
983,0.9721205
984,0.999141
985,4.0471426e-05
986,0.99703
987,0.9995989
988,0.00020979486
989,0.00059956126
990,2.0530193e-05
991,0.99884593
992,6.769425e-06
993,0.99498016
994,6.4285385e-05
995,0.99976677
996,0.0007208065
997,4.2214473e-05
998,0.0022221294
999,0.99927455
1000,0.99914527
1001,0.0018369753
1002,0.99974805
1003,0.9603479
1004,0.9976726
1005,0.99904746
1006,0.9991033
1007,0.0013050988
1008,0.956894
1009,0.00011350411
1010,0.9561976
1011,8.86403e-05
1012,0.99077904
1013,0.9990421
1014,0.9983973
1015,0.0003543507
1016,0.99029833
1017,0.00030062755
1018,0.00083989115
1019,0.00067897077
1020,0.002381842
1021,0.9891922
1022,0.9992544
1023,0.9992681
1024,3.2772135e-05
1025,0.00013419052
1026,0.0005146602
1027,4.196849e-05
1028,0.99034554
1029,0.99849045
1030,0.17394727
1031,0.0009935143
1032,0.9992888
1033,0.99977905
1034,0.00011772383
1035,0.9480198
1036,0.9880827
1037,0.012360677
1038,0.0017485747
1039,0.77931505
1040,0.9895663
1041,0.99292445
1042,0.0005304618
1043,0.013996458
1044,0.00034049328
1045,0.9985702
1046,0.9991036
1047,0.005511908
1048,0.00018538546
1049,0.9639447
1050,2.3943458e-05
1051,0.99459696
1052,0.99816054
1053,0.00046523524
1054,0.99959856
1055,0.9996939
1056,0.9963511
1057,0.033564314
1058,0.7984336
1059,0.99815685
1060,0.53775114
1061,0.9980167
1062,0.99518085
1063,0.006635264
1064,0.00017745978
1065,0.99599814
1066,0.0021193125
1067,0.020539157
1068,3.572793e-05
1069,0.99680907
1070,0.00019681535
1071,0.9990107
1072,0.99621177
1073,0.99893814
1074,0.9406521
1075,0.51026374
1076,0.8810691
1077,0.00010022081
1078,0.9940844
1079,0.9975575
1080,0.88679135
1081,0.00014506931
1082,0.9918115
1083,0.92495334
1084,4.877897e-05
1085,0.9944405
1086,0.00055642816
1087,0.9976584
1088,0.9976695
1089,0.044330023
1090,0.9956312
1091,0.00028097286
1092,0.0010808175
1093,0.0028484978
1094,0.00046997512
1095,0.9939249
1096,0.9968918
1097,0.0004139156
1098,0.9902298
1099,0.999561
1100,0.0012802356
1101,0.99923074
1102,0.8033743
1103,0.9924389
1104,0.9997009
1105,0.25192904
1106,4.6335e-05
1107,0.9810209
1108,0.99796426
1109,0.99904805
1110,0.39356452
1111,0.00015061838
1112,0.9980975
1113,0.99760973
1114,0.004308641
1115,0.99606377
1116,0.00010305415
1117,0.0014168439
1118,0.989527
1119,0.00017927411
1120,0.00019661241
1121,0.00046987954
1122,0.98771787
1123,0.0004832015
1124,0.9982596
1125,0.9937541
1126,0.0005228509
1127,0.97404057
1128,0.99821633
1129,0.96353644
1130,0.9996314
1131,0.99756986
1132,0.996307
1133,0.0011638829
1134,0.045957293
1135,0.0006380834
1136,0.0007685562
1137,0.9958228
1138,0.98654884
1139,0.99596065
1140,0.99588335
1141,0.8984644
1142,0.0003390405
1143,0.0002549758
1144,0.93968856
1145,0.9995863
1146,0.00088878337
1147,0.0006541082
1148,0.9996018
1149,0.13417116
1150,0.9958948
1151,0.00041193527
1152,0.9903132
1153,0.999241
1154,0.0005174793
1155,0.99686605
1156,0.96075517
1157,0.9975096
1158,0.95497626
1159,0.9980934
1160,8.487933e-05
1161,7.444142e-05
1162,0.9943672
1163,0.13023329
1164,0.00020840384
1165,0.9995091
1166,0.9936771
1167,0.00036704697
1168,0.01055271
1169,0.013251416
1170,0.99933964
1171,0.9830608
1172,0.9981729
1173,0.0003723163
1174,0.99884087
1175,0.9803057
1176,0.00028535494
1177,0.99924976
1178,0.012229715
1179,0.9819941
1180,0.82219154
1181,0.941079
1182,0.9937441
1183,0.9837886
1184,0.9989832
1185,0.96609205
1186,0.9918196
1187,0.99882203
1188,0.7579107
1189,0.9987985
1190,0.013487778
1191,0.9477513
1192,0.0025446173
1193,0.9958763
1194,0.8416187
1195,0.0035819805
1196,0.9980678
1197,0.99359965
1198,2.3736797e-05
1199,0.9981767
1200,0.99818534
1201,0.99937147
1202,0.98709744
1203,0.0005643944
1204,0.99942553
1205,0.015372435
1206,0.99491936
1207,0.99625224
1208,0.99798405
1209,0.995834
1210,0.99837875
1211,0.99938023
1212,0.9860719
1213,0.00026267124
1214,0.00026397145
1215,0.0009985042
1216,0.999206
1217,0.56209356
1218,0.9987317
1219,0.00036222592
1220,0.0011175951
1221,0.82319397
1222,0.9923844
1223,0.99480176
1224,0.9960498
1225,0.4727975
1226,0.99913055
1227,0.9995278
1228,0.0007879445
1229,0.9931879
1230,0.00032866292
1231,0.0012931247
1232,0.00013757302
1233,0.9992712
1234,0.0011756159
1235,0.0016210343
1236,0.26890722
1237,0.9938246
1238,0.99495345
1239,0.014536721
1240,0.00029015032
1241,0.9991543
1242,0.006282908
1243,0.99072015
1244,0.9891094
1245,0.9993217
1246,0.00038718793
1247,0.96727407
1248,0.9961236
1249,0.9980888
1250,6.256606e-05
1251,0.9981495
1252,0.99792457
1253,0.004055655
1254,0.9980737
1255,0.0009170116
1256,0.9992902
1257,3.269338e-05
1258,0.9707164
1259,0.99936527
1260,0.99916124
1261,0.0009811486
1262,0.99834275
1263,0.9994821
1264,0.9992453
1265,0.99864167
1266,0.83589673
1267,6.352255e-05
1268,0.0007758929
1269,0.99969435
1270,0.0004358798
1271,0.99828374
1272,0.0007518635
1273,0.9966528
1274,0.98696923
1275,0.9820226
1276,0.00052921206
1277,0.9990595
1278,0.9995378
1279,0.99972886
1280,0.99665785
1281,0.0037349819
1282,0.6736314
1283,0.0083746305
1284,0.9995443
1285,0.9979206
1286,0.9974233
1287,0.998771
1288,0.99755186
1289,0.011588227
1290,0.9566841
1291,0.99989986
1292,0.00055322534
1293,0.0001110988
1294,0.001141109
1295,0.8864994
1296,0.990974
1297,0.97641593
1298,0.00086364197
1299,0.9647147
1300,0.0009581489
1301,0.0028766557
1302,0.00025476972
1303,0.99950707
1304,0.0024829062
1305,0.9989103
1306,0.8368943
1307,0.9980831
1308,0.9985072
1309,2.7278275e-05
1310,0.99491864
1311,0.019817255
1312,0.000785138
1313,0.9988846
1314,0.007832539
1315,0.99686533
1316,2.3206127e-05
1317,0.010322574
1318,0.003439483
1319,0.99338245
1320,0.9983734
1321,0.99856937
1322,0.4856769
1323,0.99944955
1324,0.0048959902
1325,0.00066926435
1326,0.062035095
1327,0.99586546
1328,0.99637324
1329,0.99749976
1330,0.13306111
1331,0.99855167
1332,0.00015649559
1333,0.9997651
1334,0.0026728967
1335,0.9983529
1336,0.84036255
1337,0.9298582
1338,0.99513054
1339,0.99946207
1340,0.9931078
1341,0.010535974
1342,0.9988697
1343,0.002195603
1344,0.99699426
1345,0.00028481949
1346,0.97701913
1347,0.9973519
1348,0.0022797252
1349,0.99278486
1350,0.0001599287
1351,6.072253e-05
1352,0.0011605201
1353,0.0038223222
1354,0.001820807
1355,0.98597974
1356,0.99952734
1357,6.084066e-05
1358,0.99873215
1359,0.99945825
1360,0.031243982
1361,0.9908694
1362,0.51382375
1363,0.0003384379
1364,0.9990765
1365,0.9981021
1366,0.0007316202
1367,0.83258545
1368,0.9970529
1369,0.9437207
1370,0.9956542
1371,0.9983615
1372,0.98032117
1373,0.9963405
1374,0.9763214
1375,0.0010585715
1376,7.0171984e-05
1377,0.9964933
1378,0.9802428
1379,0.999099
1380,0.9987363
1381,0.9978769
1382,2.3660385e-05
1383,0.0012509814
1384,0.99877423
1385,0.99547017
1386,0.9983663
1387,0.0010651383
1388,0.0007276166
1389,0.99353915
1390,0.99709463
1391,6.229262e-05
1392,0.99812096
1393,0.0015719113
1394,8.165875e-05
1395,0.99925977
1396,0.9951048
1397,0.99896455
1398,0.9986707
1399,0.9998204
1400,0.99916244
1401,0.99858993
1402,0.9975598
1403,0.00033240835
1404,0.0009824899
1405,0.0001687924
1406,0.9946122
1407,0.99896324
1408,0.9985392
1409,0.9995815
1410,0.9992568
1411,0.99792045
1412,5.2224026e-05
1413,0.9993318
1414,0.9969278
1415,0.0012958723
1416,0.9996069
1417,0.9970933
1418,0.98550177
1419,0.9952253
1420,0.00070574076
1421,0.99336034
1422,0.00041846282
1423,0.000738859
1424,0.0012739348
1425,0.0015045131
1426,0.0037827233
1427,0.0003357332
1428,0.99964154
1429,0.9760633
1430,4.8326885e-05
1431,8.857524e-05
1432,0.9988668
1433,0.9971813
1434,0.9991135
1435,0.99131
1436,0.9990576
1437,3.2004144e-05
1438,0.0032772212
1439,0.0003270251
1440,0.99648345
1441,0.97444427
1442,0.9973124
1443,0.014126996
1444,0.001788227
1445,0.0021932768
1446,0.0016687249
1447,0.99836975
1448,0.9917162
1449,0.00023246575
1450,0.00019972265
1451,0.9976509
1452,0.9972583
1453,0.0004159317
1454,0.942538
1455,0.98202443
1456,0.9970305
1457,0.99924904
1458,0.0001603003
1459,0.9983308
1460,0.99232274
1461,0.0012237245
1462,0.00028077632
1463,0.9996939
1464,0.00022689125
1465,0.99348927
1466,0.9956067
1467,0.9740157
1468,0.9990522
1469,0.995355
1470,0.99653506
1471,0.9987356
1472,0.99759763
1473,0.0001884834
1474,0.0007841409
1475,0.9988943
1476,0.4778455
1477,0.9954478
1478,0.011983096
1479,0.9893918
1480,0.9962352
1481,0.9990989
1482,0.99483407
1483,0.70047665
1484,0.99746597
1485,2.3617868e-05
1486,0.00052297476
1487,0.9973279
1488,0.00042855105
1489,0.9996245
1490,0.98552275
1491,0.9864826
1492,0.004642346
1493,0.99733645
1494,0.9994473
1495,0.004032545
1496,0.99679726
1497,0.00025981906
1498,0.9994831
1499,0.99881375
1500,0.9992254
1501,0.9748181
1502,0.9982401
1503,0.99842703
1504,0.0003341091
1505,0.96893376
1506,0.9996631
1507,0.99802065
1508,0.5032188
1509,0.99901175
1510,0.99935037
1511,0.9995783
1512,0.0002722649
1513,0.00021579237
1514,0.013749315
1515,0.005280445
1516,0.9968058
1517,0.9993187
1518,0.9982134
1519,0.9984646
1520,0.00016591439
1521,0.00019602821
1522,0.00274483
1523,0.9990196
1524,0.99865025
1525,0.99300224
1526,0.99626994
1527,0.00033643233
1528,0.00065279164
1529,0.99847156
1530,0.0010319641
1531,0.00080358726
1532,0.9988424
1533,0.00093017245
1534,8.013514e-05
1535,0.9995652
1536,0.000345015
1537,3.318532e-05
1538,0.0015375444
1539,0.9993327
1540,0.9466687
1541,0.9959351
1542,0.99388665
1543,0.95895886
1544,0.997532
1545,0.00015060288
1546,0.90219223
1547,0.99318486
1548,0.05604649
1549,0.00038146443
1550,0.0018182617
1551,0.9988691
1552,0.998439
1553,0.997074
1554,0.00201032
1555,0.0010142467
1556,0.99521613
1557,3.2265823e-05
1558,0.9966666
1559,0.00052877644
1560,0.9880177
1561,0.0022777673
1562,0.9988524
1563,0.0001311972
1564,0.9986885
1565,0.000103331055
1566,7.3004235e-06
1567,0.97721875
1568,0.9915969
1569,0.99899226
1570,0.9908183
1571,0.9995493
1572,5.6135323e-05
1573,0.0051352535
1574,0.9990268
1575,0.0012302101
1576,0.008058972
1577,0.99906844
1578,0.9980719
1579,0.9988894
1580,0.9969386
1581,0.00010538836
1582,0.8284461
1583,0.0002437164
1584,0.9967597
1585,0.07092168
1586,0.9944754
1587,0.9974361
1588,0.9920953
1589,0.0013308547
1590,0.00040577722
1591,0.00018048054
1592,0.998906
1593,0.9928645
1594,0.9956512
1595,0.99445844
1596,0.99913955
1597,0.00014662606
