ID,price
ID_6117,4049633.1333333333
ID_4934,68506062.16666667
ID_7254,292358418.1166667
ID_6598,982216653.8833333
ID_19,65032286.99333333
ID_3128,345096231.63666666
ID_3538,132027066.93333334
ID_4420,2749129876.5666666
ID_5800,894556338.3766667
ID_2129,35533467.26
ID_1085,141671159.71333334
ID_5574,588846135.1166667
ID_7161,325116647.96
ID_485,222773553.13666666
ID_609,338517156.31
ID_5594,5149319829.1866665
ID_2903,54904254.50333333
ID_5014,826336312.2233334
ID_2347,5897955991.52
ID_6964,85617438.37666667
ID_1765,135339470.43666667
ID_4042,1888922789.0666666
ID_4040,589626132.3066666
ID_2266,1896180150.7333333
ID_7131,255666031.70666668
ID_4624,1257867185.25
ID_4085,77578138.17
ID_635,624012129.53
ID_6805,308349205.14
ID_6187,80987931.82666667
ID_4520,264029154.64666668
ID_5446,49806951.586666666
ID_714,23802178.903333332
ID_6053,468594580.4066667
ID_3131,215097436.87
ID_6929,387679763.3566667
ID_6799,288737817.59
ID_4766,4506820.786666667
ID_461,30833103.086666666
ID_7194,5480873281.653334
ID_5927,13325263.083333334
ID_4075,22618211.953333333
ID_3903,621028089.94
ID_2799,446872645.1666667
ID_5268,553934528.3666667
ID_7155,1739398407.1
ID_4502,34445456.29
ID_187,146822180.19333333
ID_6833,781445838.1066667
ID_2916,3357634.2333333334
ID_6906,44662749.71333333
ID_2815,278118842.46
ID_2587,64697717.89
ID_5120,1069485758.6133333
ID_5694,1052150815.6866666
ID_2472,304913315.39
ID_442,807353910.51
ID_3317,495510877.4066667
ID_4700,343518429.93
ID_2852,414358231.3233333
ID_7231,202063134.57333332
ID_7243,7834056.2
ID_6766,219864048.96666667
ID_4658,4026843848.213333
ID_1225,1896996738.4833333
ID_6791,71888254.35
ID_5881,324736555.1533333
ID_850,191803360.73
ID_1921,527208630.78333336
ID_3279,4638360633.673333
ID_1243,773666.0
ID_1774,700279412.1933334
ID_224,344425816.01
ID_5607,111259959.33333333
ID_49,3314933.0
ID_296,263240369.09
ID_6508,2631643396.5133333
ID_1070,15038238.736666666
ID_6985,4312298169.68
ID_2539,1239396670.0966666
ID_2526,866120311.5966667
ID_6766,219864048.96666667
ID_607,6010315667.14
ID_4896,470763956.32666665
ID_6007,1143590696.2733333
ID_5904,1041503564.8833333
ID_5525,424656653.55333334
ID_939,3712952528.74
ID_5602,954073772.9466667
ID_1045,2265209.3733333335
ID_2794,839521.7
ID_1969,810770.5333333333
ID_4799,298978524.74666667
ID_2259,74709842.74666667
ID_4605,2988662545.4566665
ID_6492,454601990.03333336
ID_2099,2183764.7133333334
ID_97,34801595.36333334
ID_7176,1269552.5333333334
ID_5739,22251932.753333334
ID_3158,823267140.3333334
ID_4184,268568743.0933333
ID_5487,1168991.5133333334
ID_5771,1898878138.2666667
ID_6913,538062812.9666667
ID_939,3712952528.74
ID_6853,64886647.913333334
ID_3899,385783756.08
ID_3135,404692432.46666664
ID_3207,37081710.556666665
ID_1385,2070738.1666666667
ID_2170,403537.8333333333
ID_3729,341686017.37666667
ID_3362,10388437.753333334
ID_7120,9058675762.026667
ID_298,10237959.466666667
ID_5680,388478.76666666666
ID_548,426526487.36333334
ID_534,406664998.03333336
ID_4115,4370304.786666667
ID_1119,929114314.69
ID_1937,1126940097.3
ID_3117,298621506.60333335
ID_3912,63237099.28333333
ID_3877,399159308.18333334
ID_4105,393825169.62
ID_2197,12809138.45
ID_420,4918027873.706667
ID_6898,42462211.76
ID_5031,3486565030.0666666
ID_3048,520418552.58
ID_5607,111259959.33333333
ID_3411,471661005.3666667
ID_7163,617150638.52
ID_3108,46748014.39666667
ID_6502,4701177490.696667
ID_6163,208745591.55333334
ID_3256,2783206635.826667
ID_2440,1072666727.85
ID_3452,953677.3666666667
ID_718,3731984.0
ID_3957,1421784565.0566666
ID_3121,1901097443.5666666
ID_3123,59039528.52666666
ID_6259,11199030.626666667
ID_2243,182544356.91333333
ID_7247,319885568.91333336
ID_4994,396620297.61
ID_4357,250339361.51333332
ID_4818,606359528.1033334
ID_6501,9786727436.69
ID_5469,2292257.61
ID_6284,7420272.666666667
ID_6364,1477927.7333333334
ID_390,208196323.04333332
ID_2092,49583847.92333333
ID_6661,1169030402.3633332
ID_912,320053928.69666666
ID_3781,429795160.7266667
ID_830,496844372.37
ID_410,131128211.04
ID_1363,689553587.6033334
ID_3943,269062239.83
ID_6757,657587020.8066666
ID_2201,727397680.1266667
ID_5245,68958332.95
ID_6692,440333694.26
ID_1679,349075549.16
ID_725,35022644.013333336
ID_4370,426929372.87666667
ID_5910,2436701.93
ID_6749,794647044.1633333
ID_4160,701345293.7466667
ID_6085,60802920.946666665
ID_6231,954821472.0866667
ID_3430,4727713629.633333
ID_5703,4111187.453333333
ID_96,192981390.00333333
ID_4593,24557686.17
ID_3154,16462068.016666668
ID_5085,376694866.5233333
ID_6223,408093876.68666667
ID_6125,2066738.96
ID_7068,970158682.9933333
ID_5524,482134809.0133333
ID_858,310015459.47333336
ID_1232,37943505.906666666
ID_774,437259283.38666666
ID_6566,619962758.0633334
ID_5528,8726680917.103333
ID_2301,5509816423.28
ID_4998,1147605094.16
ID_1963,172090671.14333335
ID_5817,943711181.2333333
ID_2801,20172725.106666666
ID_3413,363357.8333333333
ID_105,601876704.12
ID_4772,267491113.03
ID_6377,1180472.7666666666
ID_2111,3795927.6666666665
ID_3176,12426390.79
ID_4819,5113033943.91
ID_3588,4964303694.486667
ID_3894,6166625649.39
ID_2812,614626162.8166667
ID_6050,197142577.45333335
ID_2682,396494654.9866667
ID_6092,57854301.25666667
ID_1531,2231969142.78
ID_7119,20981396.44
ID_6183,64496285.38
ID_190,342144721.1
ID_5205,350211507.8466667
ID_1793,5174178248.26
ID_947,470638976.34
ID_3863,1901097443.5666666
ID_5796,1087142868.79
ID_1013,1983041.01
ID_6481,1696222.8
ID_1234,796033726.9733334
ID_92,118969000.09
ID_6387,3865201.6666666665
ID_6506,540091109.6766666
ID_7078,218081430.99
ID_3658,10676050.16
ID_2330,3750875552.8933334
ID_3518,661317608.1633333
ID_3309,1430508027.59
ID_1057,996922671.42
ID_6018,5052557281.536667
ID_1979,1320709.7833333334
ID_4153,446439772.68666667
ID_5542,202712566.19333333
ID_5247,672425473.7766666
ID_3541,92075748.54
ID_3020,44493286.19
ID_894,578565349.5433333
ID_2579,534132927.81333333
ID_1717,950263346.14
ID_6738,974816407.5466666
ID_4986,251603435.33666667
ID_3080,100005496.08333333
ID_3083,957325305.2633333
ID_7081,684253284.2733333
ID_6586,21069920.63
ID_7063,979747547.0866667
ID_698,10873212.06
ID_5747,9690872.533333333
ID_2876,3003035.3333333335
ID_6288,245056855.63333333
ID_2308,993446436.5033333
ID_1327,33219066.753333334
ID_1910,1896180150.7333333
ID_6333,409660552.37333333
ID_7166,271018776.99
ID_791,1394125.2266666666
ID_2153,38636623.64666667
ID_7009,440781207.79333335
ID_3871,12240164.64
ID_6225,611673764.6633333
ID_5849,9150412927.55
ID_5321,8129385274.37
ID_6331,493899507.2633333
ID_896,828360374.8666667
ID_2056,682873080.8866667
ID_906,919154309.1033334
ID_229,578091061.8266667
ID_3683,5204905576.873333
ID_4341,382614291.8433333
ID_872,20289607.116666667
ID_2734,983431528.2366667
ID_7118,3909970010.56
ID_2255,47269360.28
ID_4918,252675956.11666667
ID_817,35428925.77333333
ID_876,4650865422.946667
ID_5126,185592754.09
ID_2017,38211431.29333334
ID_6242,200309846.97
ID_6239,5088438234.71
ID_1073,8778512122.67
ID_413,19743920.156666666
ID_162,1456740079.7133334
ID_5046,3870497.24
ID_630,74939973.32666667
ID_5985,45161388.72333334
ID_2915,6928922412.376667
ID_2317,6743508.933333334
ID_6010,857035337.9566667
ID_2956,311940706.6433333
ID_1839,20701429.45
ID_3923,377474226.5933333
ID_3053,804212809.5033333
ID_4282,2001857478.0633333
ID_4524,430562.8333333333
ID_4860,4222422355.5433335
ID_6594,14304911.846666666
ID_415,615819299.1533333
ID_3619,11221618.253333334
ID_2354,242405362.61
ID_1276,359016584.36
ID_3674,54639191.61666667
ID_7050,515642855.3
ID_3803,5975966327.106667
ID_3326,1236882125.8666666
ID_170,392051072.22333336
ID_299,384112142.3833333
ID_554,659847352.97
ID_1117,409732140.95
ID_1472,663074241.6833333
ID_3052,497716.3
ID_4485,8879231905.353333
ID_4746,114026935.59666666
ID_5643,1028046499.58
ID_4446,688990637.4566667
ID_106,1896180150.7333333
ID_1361,659847352.97
ID_722,343304136.5133333
ID_1473,640865564.89
ID_4991,386838905.49
ID_5718,495280027.26
ID_5006,636973956.74
ID_5614,425178876.03
ID_5105,17059557.213333335
ID_2028,1881646651.8
ID_4067,696987185.6
ID_2286,437716510.89666665
ID_623,700334848.5133333
ID_1750,14192713.886666667
ID_797,966049983.1033334
ID_147,1023476508.98
ID_1705,7332109.926666667
ID_6464,801582723.2066667
ID_4491,1097761183.3833334
ID_5751,337972257.15
ID_5909,5222026801.93
ID_5397,125143165.98
ID_2075,31174450.683333334
ID_2428,9210530.05
ID_5075,21420935.976666667
ID_3785,1153111392.69
ID_3089,291706861.5233333
ID_5032,1606496507.41
ID_6735,1114609679.2766666
ID_4591,95544187.10666667
ID_5898,12107652.316666666
ID_6577,791120434.73
ID_196,52359656.16
ID_2790,1547738219.7233334
ID_6413,63017567.836666666
ID_1822,1412368109.64
ID_6610,7018020518.3
ID_3462,387904991.12
ID_3287,63815701.656666666
ID_4629,830704494.61
ID_1360,962293004.09
ID_1169,13217735.486666666
ID_5503,3359875869.03
ID_933,120185877.54
ID_3654,5625924439.53
ID_569,913744247.8833333
ID_638,39294140.43666667
ID_5661,979141782.9
ID_687,3192344266.97
ID_2232,8727204182.59
ID_5112,516297.6666666667
ID_5282,878944323.5433333
ID_3350,634874.9333333333
ID_5995,341298202.8333333
ID_1280,73073115.77333333
ID_6038,10682417.706666667
ID_1690,711413.7
ID_4992,517858236.9866667
ID_6980,73884867.46333334
ID_4531,1462155323.3466666
ID_1175,1863868469.1666667
ID_4783,67899652.07333334
ID_191,119771236.01666667
ID_3996,261997281.49333334
ID_3024,671261474.7933333
ID_3913,1247242534.4533334
ID_1010,526399527.21
ID_4526,476114897.62333333
ID_5310,1075437007.1233332
ID_6770,433853931.4766667
ID_2282,451551762.93666667
ID_3699,538414311.7633333
ID_3573,68906737.70333333
ID_6710,28834435.746666666
ID_6710,28834435.746666666
ID_1584,958593059.1366667
ID_5427,9945907953.813334
ID_1587,793993480.97
ID_6760,1819319764.71
ID_4732,1002505210.8633333
ID_6335,360199.0
ID_320,796033726.9733334
ID_2547,421015808.32
ID_4476,1098440.7333333334
ID_4469,2762180.27
ID_4343,6700219.6033333335
ID_6069,3494827206.8133335
ID_3959,314870046.8566667
ID_4427,266955728.78333333
ID_6959,166576177.05666667
ID_144,919547954.1566666
ID_2214,7543888.53
ID_4526,476114897.62333333
ID_6203,48699759.15
ID_2903,54904254.50333333
ID_1844,702354428.2466667
ID_2585,34139198.06333333
ID_3586,1905954661.0333333
ID_6910,118592913.20666666
ID_2631,455630794.4766667
ID_5925,282218221.1066667
ID_1033,635308567.11
ID_266,1845675269.4066668
ID_6611,5330235658.0
ID_2102,376103.72
ID_3724,3124282376.8
ID_1631,13346487.023333333
ID_2564,351553661.0366667
ID_1503,10261266.773333333
ID_1690,711413.7
ID_1738,1002315133.75
ID_7246,4913889692.146667
ID_3441,1162314184.1566668
ID_6527,476437415.3333333
ID_1384,146042774.85333332
ID_3086,2058107378.8
ID_5189,5235591291.396667
ID_1905,55209140.72333334
ID_3216,4564453576.343333
ID_6398,203902498.53
ID_5595,5744524672.74
ID_6149,334986826.5233333
ID_992,5204905576.873333
ID_6857,2123054.296666667
ID_2568,7971599027.473333
ID_5234,2427447291.886667
ID_2166,495321662.3066667
ID_4044,43996102.333333336
ID_1883,23921917.813333333
ID_2985,256404529.21666667
ID_255,359464525.56
ID_2653,988016658.3666667
ID_6703,284840075.8466667
ID_73,2251467.2866666666
ID_168,185168313.76
ID_6386,4846199524.72
ID_3060,776648437.8333334
ID_3660,923703878.1633333
ID_1889,121454379.76666667
ID_5058,255931384.19
ID_4846,3723652324.1433334
ID_766,350595906.28
ID_5474,578811443.97
ID_2748,581959019.53
ID_1750,14192713.886666667
ID_5854,793074774.14
ID_1271,3217114986.6633334
ID_6633,224079047.36
ID_2443,1353134.65
ID_3800,775901683.0866667
ID_2831,33815527.096666664
ID_3411,471661005.3666667
ID_1627,197314210.23666668
ID_1049,1025803186.82
ID_100,137750141.2
ID_1197,2185893432.363333
ID_2760,4859121082.3
ID_6436,1493209.9533333334
ID_1952,375825908.7633333
ID_4960,2990896483.57
ID_3035,64998399.29
ID_900,633257580.53
ID_780,674041655.3466667
ID_1047,502732.1
ID_6525,66530255.95
ID_2265,600028331.4666667
ID_754,336849494.19666666
ID_2142,66845606.086666666
ID_858,310015459.47333336
ID_4246,445633469.46666664
ID_5875,5408271.926666667
ID_443,1457863.3766666667
ID_2587,64697717.89
ID_4902,517628337.64
ID_24,307487205.96666664
ID_3122,1905954661.0333333
ID_3068,665877027.7633333
ID_3226,449308862.4166667
ID_7004,4951545471.523334
ID_927,1351424.02
ID_3825,1646464490.9666667
ID_2272,43525538.71333333
ID_4263,250267489.21666667
ID_5419,418394733.62
ID_3757,289000163.4533333
ID_6781,44658483.24
ID_2181,2399277143.2933335
ID_1759,874406917.3133334
ID_3334,4777890986.36
ID_6473,130256079.2
ID_6483,985764178.0133333
ID_4240,263821738.43666667
ID_2708,15186285.233333332
ID_3184,10080413.35
ID_4850,233557087.46666667
ID_6043,1754576289.8433332
ID_7120,9058675762.026667
ID_6891,363785479.1766667
ID_970,31885536.1
ID_2207,553115.1666666666
ID_588,1348309325.09
ID_2158,647909946.51
ID_2441,4004039116.71
ID_276,15434016.193333333
ID_6247,427314578.18666667
ID_4340,432292594.93
ID_3990,5079047.333333333
ID_2437,2695143684.9166665
ID_2825,715953080.81
ID_6677,3575255741.35
ID_1052,126259704.72
ID_6517,99748605.16
ID_1449,3961820262.7266665
ID_4530,2041666.0966666667
ID_1270,772128695.0033333
ID_4847,1838590907.2333333
ID_6446,1124793901.8366666
ID_1258,787102849.7133334
ID_3282,5411746387.993333
ID_1401,744202.5666666667
ID_3124,3942025428.173333
ID_3296,23595217.173333332
ID_3432,5395742798.723333
ID_6722,1390653931.75
ID_449,1421212568.9966667
ID_5498,902981960.27
ID_3942,103704342.80333333
ID_657,439087870.04
ID_25,352431310.4166667
ID_4131,66493134.153333336
ID_4889,286490613.06666666
ID_1122,557929.2
ID_1474,659935699.16
ID_4842,2854745.15
ID_136,7653364.483333333
ID_2754,701345293.7466667
ID_6197,116918924.93666667
ID_3986,176042415.61333334
ID_4054,267952039.90666667
ID_2086,406337231.6433333
ID_5125,221669832.73666668
ID_416,1892979355.6133332
ID_3413,363357.8333333333
ID_2639,804771268.33
ID_2186,5975966327.106667
ID_4410,55724043.82
ID_2179,10842643.723333333
ID_3369,417941.9866666667
ID_3184,10080413.35
ID_6039,705378518.5666667
ID_4310,102613392.00666666
ID_4908,700433584.79
ID_927,1351424.02
ID_5994,2714803.1333333333
ID_6309,759119387.8866667
ID_5767,534452397.5
ID_5711,1170941382.8766668
ID_5009,4788145820.91
ID_4585,2446749579.69
ID_4235,260211278.49
ID_2694,921459820.7033334
ID_1138,635712094.9133333
ID_3985,253874406.56666666
ID_3078,427928212.0933333
ID_5772,52479684.846666664
ID_3397,605519055.0266666
ID_5470,414052775.78
ID_2677,268781570.03333336
ID_6552,507223389.18333334
ID_2825,715953080.81
ID_3050,426905506.23333335
ID_6893,25116382.456666667
ID_4769,1041562965.1433333
ID_3233,418058.23333333334
ID_1659,71003627.00333333
ID_869,614503089.7733333
ID_6829,1010018616.7566667
ID_1982,225128133.99333334
ID_5337,102883825.57333334
ID_2665,1171016.6
ID_3333,680492456.3766667
ID_6195,35080368.24333333
ID_2731,43373226.46333333
ID_3852,80582690.77333333
ID_4084,716576809.99
ID_1245,498488524.73
ID_4928,297702515.1066667
ID_4995,499693764.18666667
ID_1349,262999876.39333335
ID_4985,251423011.39
ID_6919,3434098387.483333
ID_6776,915923727.25
ID_3238,797954991.44
ID_3297,23575842.506666668
ID_5506,7477833.91
ID_3136,398731152.68666667
ID_5917,935097396.95
ID_7117,6217984878.5633335
ID_1147,4839688621.5
ID_5497,955915533.07
ID_206,1897137286.2466667
ID_7165,270291485.68666667
ID_5196,696399442.46
ID_2337,462003577.86
ID_6192,39520728.44
ID_4209,1434813512.26
ID_5621,1391625030.8233333
ID_3124,3942025428.173333
ID_5682,428676943.88
ID_3294,173849155.44666666
ID_2881,763781783.51
ID_7209,3523693589.8133335
ID_1832,246283661.19
ID_854,4452004.333333333
ID_3517,931571333.6533333
ID_2950,864206101.2833333
ID_1444,1901097443.5666666
ID_2317,6743508.933333334
ID_5762,56475684.93
ID_702,1061914427.0233333
ID_5506,7477833.91
ID_7171,582035939.0566666
ID_4318,64933282.03666667
ID_1802,471934.3
ID_7103,1049230116.3766667
ID_151,147385483.13333333
ID_5492,3127034.0633333335
ID_3539,399177103.5966667
ID_4240,263821738.43666667
ID_5502,121405173.26666667
ID_5454,5203146554.763333
ID_3006,3593028.3333333335
ID_6306,58439078.54666667
ID_2943,447060162.8666667
ID_668,1915275.6533333333
ID_4989,470763956.32666665
ID_5777,1288143089.2466667
ID_5061,33733036.22333334
ID_3010,8493460336.576667
ID_4128,23921594.783333335
ID_3443,2777113041.9333334
ID_4540,5953415149.886666
ID_4089,662063.6
ID_5323,1879269.4933333334
ID_4101,3258151.8833333333
ID_225,1207413.74
ID_3912,63237099.28333333
ID_3464,498258660.31333333
ID_561,4837011828.023334
ID_1657,13475468.6
ID_29,417346616.04
ID_7218,132531229.00666666
ID_988,1896180150.7333333
ID_5493,3006072.0
ID_818,3047526716.036667
ID_228,455337273.68
ID_4822,3150064.05
ID_6677,3575255741.35
ID_5091,633224697.5933334
ID_3590,1856143697.1733334
ID_4174,20996666.976666667
ID_3261,136771594.32333332
ID_1001,239129934.64333335
ID_1587,793993480.97
ID_1663,32476562.066666666
ID_3275,444050400.7633333
ID_5648,4617431.266666667
ID_300,87068557.83
ID_3212,756820882.7
ID_3642,4217904854.363333
ID_4603,27431297.22
ID_2788,1846429166.2733333
ID_178,7953628423.876667
ID_6748,811401103.6533333
ID_2941,73068945.19666667
ID_3121,1901097443.5666666
ID_6389,1594861.22
ID_4149,416482754.8
ID_1498,380833629.46666664
ID_4492,256315408.70666668
ID_3956,2724350331.2366667
ID_5160,4363174970.58
ID_3231,426905506.23333335
ID_6360,91732951.76333334
ID_3928,6654296461.32
ID_1862,1227246.1966666668
ID_5096,4136950993.1433334
ID_6607,394944546.8833333
ID_6199,493083506.8
ID_1531,2231969142.78
ID_5473,411522827.87666667
ID_2828,33936588.623333335
ID_2258,126527193.89333333
ID_5630,506743346.73
ID_135,1076012354.63
ID_1513,195891424.17666668
ID_1238,214106621.85333332
ID_4776,95530508.29333334
ID_4122,148861712.14333335
ID_2633,1083680.7333333334
ID_1318,119283245.78
ID_879,334096016.4166667
ID_55,381848222.8333333
ID_4455,834949243.6633333
ID_2471,71490649.02666667
ID_3779,1401308686.15
ID_1483,2166548.7866666666
ID_6877,463337749.7866667
ID_5419,418394733.62
ID_6045,1070678369.3466667
ID_6683,113904313.47333333
ID_878,1452128479.5933332
ID_1418,699219853.35
ID_1240,355399973.4066667
ID_42,5120344530.826667
ID_6955,5439445528.15
ID_3108,46748014.39666667
ID_5424,2078606.64
ID_4249,6861930.8966666665
ID_6964,85617438.37666667
ID_1370,5167026111.76
ID_4907,1134659442.17
ID_6484,982104788.2433333
ID_6002,547127736.3533334
ID_3063,6294319040.623333
ID_3716,719493924.0866667
ID_3930,3989556689.23
ID_6837,5297200940.12
ID_5629,441705134.08
ID_2613,10271813.163333334
ID_6890,598431327.16
ID_7009,440781207.79333335
ID_6764,509377.73333333334
ID_5696,1942915.6
ID_2351,539687403.6033334
ID_6352,133332443.22666667
ID_2984,624785767.7366667
ID_4657,998250591.4233333
ID_2017,38211431.29333334
ID_5567,43158355.52
ID_2060,3188553.046666667
ID_1578,492397570.6533333
ID_5635,5895398368.25
ID_5648,4617431.266666667
ID_6658,456171887.96666664
ID_6216,591724.4666666667
ID_6169,3927328571.17
ID_5088,1084835284.1333334
ID_693,1104667.6666666667
ID_2281,382218600.4266667
ID_3111,131487377.01333334
ID_7144,115864563.28333333
ID_2178,935386950.4766667
ID_1587,793993480.97
ID_5340,56643577.693333335
ID_4578,8013250168.236667
ID_1458,220542375.59666666
ID_1593,5153815323.663333
ID_3416,416111175.5366667
ID_5231,1034402252.21
ID_2211,118608012.55
ID_1600,903463637.6633333
ID_5758,74865291.06666666
ID_6746,179755499.67
ID_5761,225303620.55333334
ID_766,350595906.28
ID_5063,39388045.64333333
ID_4632,6104902109.336667
ID_4078,699365621.53
ID_4752,1938729797.58
ID_3610,709862210.0266666
ID_5940,3893011261.5666666
ID_6619,744602333.8233334
ID_3106,241210158.82
ID_760,484649441.77
ID_6627,302626258.37333333
ID_4109,10005670.416666666
ID_6556,22268283.88
ID_5330,1200917536.0866666
ID_5395,1224038942.0
ID_1201,107447280.67333333
ID_2679,209758321.57666665
ID_3667,102410245.94
ID_6783,86057127.45
ID_6983,1341277196.7233334
ID_2636,1053471970.7033334
ID_6426,336402694.41
ID_1198,36139790.16
ID_5759,78703615.22333333
ID_5836,2560689.506666667
ID_791,1394125.2266666666
ID_409,57437633.8
ID_628,33580198.27
ID_4294,768803.6533333333
ID_5155,516907494.3
ID_3076,146111148.11666667
ID_6107,227124.5
ID_3587,42922226.68333333
ID_1337,16286306.866666667
ID_1926,386981959.25
ID_3541,92075748.54
ID_4591,95544187.10666667
ID_2305,328314809.62
ID_4221,22281496.393333334
ID_2893,92113600.92333333
ID_5288,3230828.453333333
ID_2914,1119299.68
ID_669,1554290501.6633334
ID_4856,7874618488.786667
ID_1482,4787430436.8
ID_2460,49153492.18
ID_4806,377135158.33666664
ID_971,120263957.01333334
ID_1366,1306115982.7966666
ID_438,494875910.19
ID_5724,953830.8666666667
ID_10,1896180150.7333333
ID_6174,4361595600.766666
ID_5644,303813932.14666665
ID_4220,33809585.77
ID_2640,1856371.7866666666
ID_7001,9235192542.053333
ID_3237,669997976.8566667
ID_5776,15490337.57
ID_7253,34480064.27666666
ID_3452,953677.3666666667
ID_5484,2903005.02
ID_6251,703345717.8066666
ID_1340,4638157511.593333
ID_6129,617546.6733333333
ID_2275,829345723.56
ID_5378,948897.9333333333
ID_7253,34480064.27666666
ID_5526,369660.8333333333
ID_2386,829551803.1733333
ID_4977,1910871953.8666666
ID_2748,581959019.53
ID_3786,360686361.8666667
ID_5658,68431061.45
ID_2070,243099795.51333332
ID_6193,40648222.98
ID_1178,964412.4666666667
ID_1750,14192713.886666667
ID_5719,473914593.16
ID_3956,2724350331.2366667
ID_2301,5509816423.28
ID_6435,504296471.69666666
ID_4360,905461909.78
ID_2322,1165699.3333333333
ID_1598,153643005.79333332
ID_4394,4246283417.1033335
ID_4979,4662944532.483334
ID_264,1604981632.8866668
ID_4908,700433584.79
ID_3824,977411763.8633333
ID_4444,2322126.82
ID_4188,1956326357.6
ID_2907,1236342962.9833333
ID_78,1123489.0066666666
ID_3371,7907031209.88
ID_2259,74709842.74666667
ID_6536,1393270340.23
ID_3630,2861329290.3533335
ID_6296,87170064.66666667
ID_5506,7477833.91
ID_3743,393825169.62
ID_2077,1162209719.9033334
ID_3565,38029611.78
ID_1341,41280880.07666667
ID_1390,82497191.72333333
ID_412,956146594.52
ID_3482,120118126.69
ID_5644,303813932.14666665
ID_1480,4514962247.806666
ID_5879,1394076477.6433334
ID_5309,1274605557.43
ID_7178,424793683.73
ID_3785,1153111392.69
ID_175,3866498657.23
ID_1785,805644873.7
ID_605,1988360.0066666666
ID_1173,1083728361.91
ID_1450,37519742.303333335
ID_1904,54927265.25666667
ID_2285,445023297.37
ID_589,995153558.18
ID_5430,162007383.33333334
ID_979,38619139.626666665
ID_5898,12107652.316666666
ID_4837,412028311.1166667
ID_3722,774473860.0566666
ID_6569,4989072090.943334
ID_531,4765054387.51
ID_6157,999296580.1833333
ID_3207,37081710.556666665
ID_4596,248601835.04666665
ID_1408,10198095.393333333
ID_3756,607490727.66
ID_2104,360420588.78
ID_3360,4217904854.363333
ID_2794,839521.7
ID_205,1896180150.7333333
ID_3448,397729212.97
ID_1880,309348459.21666664
ID_6800,5041873.963333333
ID_983,54966726.583333336
ID_6765,2109618277.5666666
ID_440,578807237.7233334
ID_3384,64217299.82
ID_2561,264956822.86
ID_3718,907598524.4166666
ID_4997,1091118.9666666666
ID_4007,1610169457.1566668
ID_5299,293534941.00666666
ID_2309,941264152.74
ID_7099,74526751.90333334
ID_6435,504296471.69666666
ID_1233,830800099.93
ID_3740,416408.18666666665
ID_979,38619139.626666665
ID_3806,226978578.25333333
ID_5116,57929926.72666667
ID_654,471303317.8333333
ID_5059,25727842.893333334
ID_2365,28365771.5
ID_5971,90020744.67666666
ID_4076,261236490.13666666
ID_5885,318480486.81
ID_5131,6747159043.216666
ID_6605,410667050.43333334
ID_6917,312244674.5133333
ID_3668,119961014.12333333
ID_5899,1317982761.34
ID_1456,215103352.52
ID_574,21213807.726666667
ID_5306,91132542.25
ID_4170,249492826.61333334
ID_5666,4684050357.5633335
ID_4665,486030786.68333334
ID_6860,105537426.03333333
ID_3461,263337654.63666666
ID_478,1235632022.74
