ID,pred
8336,0.34
8337,0.62
8338,0.32
8339,0.51
8340,0.38
8341,0.34
8342,0.57
8343,0.38
8344,0.55
8345,0.23
8346,0.38
8347,0.51
8348,0.42
8349,0.26
8350,0.35
8351,0.29
8352,0.59
8353,0.64
8354,0.43
8355,0.42
8356,0.44
8357,0.62
8358,0.43
8359,0.52
8360,0.64
8361,0.63
8362,0.57
8363,0.42
8364,0.54
8365,0.2
8366,0.62
8367,0.33
8368,0.3
8369,0.52
8370,0.51
8371,0.61
8372,0.5
8373,0.4
8374,0.42
8375,0.31
8376,0.51
8377,0.51
8378,0.34
8379,0.6
8380,0.25
8381,0.45
8382,0.38
8383,0.49
8384,0.47
8385,0.54
8386,0.54
8387,0.68
8388,0.41
8389,0.51
8390,0.37
8391,0.4
8392,0.37
8393,0.64
8394,0.66
8395,0.32
8396,0.16
8397,0.42
8398,0.32
8399,0.5
8400,0.49
8401,0.48
8402,0.5
8403,0.43
8404,0.24
8405,0.3
8406,0.39
8407,0.42
8408,0.57
8409,0.4
8410,0.56
8411,0.58
8412,0.46
8413,0.39
8414,0.51
8415,0.45
8416,0.23
8417,0.34
8418,0.2
8419,0.56
8420,0.45
8421,0.46
8422,0.35
8423,0.47
8424,0.35
8425,0.47
8426,0.35
8427,0.39
8428,0.64
8429,0.21
8430,0.26
8431,0.36
8432,0.44
8433,0.34
8434,0.55
8435,0.25
8436,0.37
8437,0.53
8438,0.56
8439,0.38
8440,0.18
8441,0.39
8442,0.35
8443,0.61
8444,0.34
8445,0.66
8446,0.38
8447,0.49
8448,0.36
8449,0.64
8450,0.52
8451,0.62
8452,0.35
8453,0.53
8454,0.59
8455,0.41
8456,0.32
8457,0.61
8458,0.61
8459,0.42
8460,0.59
8461,0.62
8462,0.45
8463,0.33
8464,0.37
8465,0.59
8466,0.24
8467,0.34
8468,0.42
8469,0.31
8470,0.38
8471,0.29
8472,0.53
8473,0.38
8474,0.42
8475,0.36
8476,0.49
8477,0.48
8478,0.29
8479,0.5
8480,0.53
8481,0.57
8482,0.58
8483,0.33
8484,0.3
8485,0.73
8486,0.43
8487,0.34
8488,0.38
8489,0.49
8490,0.33
8491,0.33
8492,0.36
8493,0.34
8494,0.49
8495,0.51
8496,0.62
8497,0.45
8498,0.47
8499,0.67
8500,0.57
8501,0.41
8502,0.48
8503,0.63
8504,0.53
8505,0.36
8506,0.52
8507,0.44
8508,0.41
8509,0.55
8510,0.48
8511,0.66
8512,0.48
8513,0.61
8514,0.45
8515,0.43
8516,0.44
8517,0.38
8518,0.3
8519,0.49
8520,0.45
8521,0.6
8522,0.58
8523,0.56
8524,0.4
8525,0.39
8526,0.35
8527,0.36
8528,0.55
8529,0.65
8530,0.51
8531,0.48
8532,0.46
8533,0.46
8534,0.39
8535,0.31
8536,0.38
8537,0.38
8538,0.29
8539,0.54
8540,0.47
8541,0.38
8542,0.4
8543,0.43
8544,0.54
8545,0.4
8546,0.28
8547,0.44
8548,0.26
8549,0.35
8550,0.34
8551,0.62
8552,0.49
8553,0.62
8554,0.51
8555,0.59
8556,0.62
8557,0.42
8558,0.5
8559,0.44
8560,0.74
8561,0.7
8562,0.77
8563,0.49
8564,0.36
8565,0.45
8566,0.59
8567,0.41
8568,0.29
8569,0.47
8570,0.3
8571,0.39
8572,0.45
8573,0.32
8574,0.32
8575,0.45
8576,0.48
8577,0.31
8578,0.54
8579,0.57
8580,0.09
8581,0.59
8582,0.38
8583,0.57
8584,0.38
8585,0.45
8586,0.36
8587,0.48
8588,0.54
8589,0.31
8590,0.37
8591,0.41
8592,0.46
8593,0.55
8594,0.53
8595,0.44
8596,0.53
8597,0.44
8598,0.55
8599,0.37
8600,0.4
8601,0.44
8602,0.51
8603,0.6
8604,0.44
8605,0.34
8606,0.49
8607,0.64
8608,0.46
8609,0.44
8610,0.6
8611,0.55
8612,0.68
8613,0.53
8614,0.53
8615,0.62
8616,0.41
8617,0.56
8618,0.76
8619,0.55
8620,0.36
8621,0.51
8622,0.52
8623,0.49
8624,0.66
8625,0.44
8626,0.53
8627,0.42
8628,0.42
8629,0.24
8630,0.41
8631,0.63
8632,0.63
8633,0.5
8634,0.53
8635,0.48
8636,0.67
8637,0.61
8638,0.68
8639,0.71
8640,0.51
8641,0.44
8642,0.59
8643,0.39
8644,0.37
8645,0.46
8646,0.57
8647,0.37
8648,0.46
8649,0.63
8650,0.76
8651,0.71
8652,0.44
8653,0.56
8654,0.51
8655,0.76
8656,0.67
8657,0.58
8658,0.55
8659,0.47
8660,0.45
8661,0.42
8662,0.63
8663,0.53
8664,0.22
8665,0.39
8666,0.49
8667,0.59
8668,0.44
8669,0.42
8670,0.45
8671,0.31
8672,0.59
8673,0.44
8674,0.48
8675,0.28
8676,0.5
8677,0.36
8678,0.45
8679,0.51
8680,0.58
8681,0.32
8682,0.42
8683,0.34
8684,0.39
8685,0.43
8686,0.4
8687,0.24
8688,0.43
8689,0.51
8690,0.43
8691,0.46
8692,0.32
8693,0.59
8694,0.43
8695,0.3
8696,0.44
8697,0.51
8698,0.35
8699,0.47
8700,0.51
8701,0.24
8702,0.63
8703,0.49
8704,0.51
8705,0.38
8706,0.18
8707,0.56
8708,0.6
8709,0.71
8710,0.6
8711,0.47
8712,0.58
8713,0.44
8714,0.46
8715,0.47
8716,0.5
8717,0.45
8718,0.46
8719,0.37
8720,0.34
8721,0.54
8722,0.42
8723,0.25
8724,0.49
8725,0.42
8726,0.09
8727,0.49
8728,0.49
8729,0.49
8730,0.51
8731,0.71
8732,0.68
8733,0.45
8734,0.45
8735,0.29
8736,0.41
8737,0.34
8738,0.46
8739,0.56
8740,0.48
8741,0.47
8742,0.25
8743,0.4
8744,0.56
8745,0.32
8746,0.45
8747,0.51
8748,0.45
8749,0.5
8750,0.59
8751,0.41
8752,0.6
8753,0.45
8754,0.26
8755,0.53
8756,0.54
8757,0.43
8758,0.38
8759,0.24
8760,0.23
8761,0.38
8762,0.61
8763,0.4
8764,0.44
8765,0.39
8766,0.26
8767,0.48
8768,0.62
8769,0.68
8770,0.49
8771,0.57
8772,0.4
8773,0.5
8774,0.47
8775,0.32
8776,0.65
8777,0.33
8778,0.39
8779,0.57
8780,0.62
8781,0.67
8782,0.47
8783,0.54
8784,0.56
8785,0.51
8786,0.4
8787,0.37
8788,0.51
8789,0.28
8790,0.52
8791,0.35
8792,0.59
8793,0.4
8794,0.38
8795,0.53
8796,0.49
8797,0.4
8798,0.42
8799,0.47
8800,0.43
8801,0.21
8802,0.23
8803,0.45
8804,0.1
8805,0.54
8806,0.35
8807,0.56
8808,0.66
8809,0.29
8810,0.31
8811,0.52
8812,0.26
8813,0.56
8814,0.48
8815,0.31
8816,0.5
8817,0.39
8818,0.56
8819,0.47
8820,0.58
8821,0.41
8822,0.54
8823,0.48
8824,0.46
8825,0.67
8826,0.52
8827,0.38
8828,0.51
8829,0.69
8830,0.76
8831,0.76
8832,0.42
8833,0.44
8834,0.23
8835,0.54
8836,0.62
8837,0.64
8838,0.63
8839,0.47
8840,0.45
8841,0.66
8842,0.6
8843,0.31
8844,0.62
8845,0.53
8846,0.12
8847,0.59
8848,0.68
8849,0.53
8850,0.4
8851,0.4
8852,0.34
8853,0.63
8854,0.51
8855,0.42
8856,0.57
8857,0.39
8858,0.55
8859,0.4
8860,0.64
8861,0.27
8862,0.52
8863,0.22
8864,0.4
8865,0.49
8866,0.6
8867,0.54
8868,0.49
8869,0.55
8870,0.66
8871,0.54
8872,0.49
8873,0.64
8874,0.25
8875,0.71
8876,0.72
8877,0.65
8878,0.64
8879,0.47
8880,0.2
8881,0.4
8882,0.41
8883,0.31
8884,0.52
8885,0.37
8886,0.61
8887,0.27
8888,0.67
8889,0.45
8890,0.54
8891,0.62
8892,0.35
8893,0.72
8894,0.52
8895,0.31
8896,0.47
8897,0.31
8898,0.49
8899,0.6
8900,0.46
8901,0.46
8902,0.47
8903,0.52
8904,0.7
8905,0.4
8906,0.41
8907,0.52
8908,0.63
8909,0.35
8910,0.42
8911,0.59
8912,0.42
8913,0.52
8914,0.54
8915,0.57
8916,0.59
8917,0.61
8918,0.36
8919,0.68
8920,0.46
8921,0.4
8922,0.38
8923,0.63
8924,0.16
8925,0.53
8926,0.51
8927,0.48
8928,0.84
8929,0.55
8930,0.57
8931,0.67
8932,0.58
8933,0.32
8934,0.88
8935,0.58
8936,0.56
8937,0.51
8938,0.67
8939,0.77
8940,0.39
8941,0.45
8942,0.36
8943,0.52
8944,0.46
8945,0.52
8946,0.29
8947,0.34
8948,0.4
8949,0.37
8950,0.42
8951,0.58
8952,0.56
8953,0.52
8954,0.25
8955,0.43
8956,0.45
8957,0.29
8958,0.35
8959,0.5
8960,0.55
8961,0.52
8962,0.43
8963,0.47
8964,0.4
8965,0.46
8966,0.24
8967,0.41
8968,0.32
8969,0.36
8970,0.56
8971,0.31
8972,0.52
8973,0.39
8974,0.54
8975,0.34
8976,0.42
8977,0.47
8978,0.5
8979,0.57
8980,0.49
8981,0.63
8982,0.45
8983,0.45
8984,0.53
8985,0.34
8986,0.44
8987,0.36
8988,0.31
8989,0.47
8990,0.36
8991,0.39
8992,0.53
8993,0.47
8994,0.47
8995,0.6
8996,0.33
8997,0.56
8998,0.29
8999,0.4
9000,0.39
9001,0.69
9002,0.3
9003,0.48
9004,0.35
9005,0.25
9006,0.7
9007,0.44
9008,0.53
9009,0.42
9010,0.34
9011,0.25
9012,0.53
9013,0.38
9014,0.8
9015,0.48
9016,0.4
9017,0.63
9018,0.5
9019,0.42
9020,0.63
9021,0.35
9022,0.4
9023,0.35
9024,0.42
9025,0.54
9026,0.39
9027,0.54
9028,0.45
9029,0.45
9030,0.44
9031,0.26
9032,0.49
9033,0.47
9034,0.43
9035,0.39
9036,0.6
9037,0.34
9038,0.33
9039,0.57
9040,0.62
9041,0.57
9042,0.46
9043,0.58
9044,0.4
9045,0.48
9046,0.46
9047,0.38
9048,0.33
9049,0.58
9050,0.4
9051,0.36
9052,0.47
9053,0.41
9054,0.54
9055,0.57
9056,0.5
9057,0.5
9058,0.5
9059,0.58
9060,0.19
9061,0.5
9062,0.43
9063,0.34
9064,0.38
9065,0.57
9066,0.5
9067,0.55
9068,0.45
9069,0.44
9070,0.47
9071,0.41
9072,0.23
9073,0.45
9074,0.5
9075,0.45
9076,0.72
9077,0.32
9078,0.48
9079,0.41
9080,0.4
9081,0.62
9082,0.55
9083,0.43
9084,0.31
9085,0.34
9086,0.65
9087,0.43
9088,0.42
9089,0.5
9090,0.41
9091,0.41
9092,0.56
9093,0.5
9094,0.75
9095,0.37
9096,0.55
9097,0.63
9098,0.43
9099,0.5
9100,0.74
9101,0.58
9102,0.67
9103,0.74
9104,0.52
9105,0.43
9106,0.51
9107,0.48
9108,0.43
9109,0.34
9110,0.42
9111,0.47
9112,0.24
9113,0.39
9114,0.76
9115,0.47
9116,0.59
9117,0.43
9118,0.51
9119,0.35
9120,0.38
9121,0.34
9122,0.37
9123,0.55
9124,0.47
9125,0.6
9126,0.37
9127,0.27
9128,0.4
9129,0.48
9130,0.47
9131,0.24
9132,0.33
9133,0.51
9134,0.51
9135,0.66
9136,0.59
9137,0.27
9138,0.49
9139,0.54
9140,0.64
9141,0.4
9142,0.55
9143,0.68
9144,0.71
9145,0.42
9146,0.47
9147,0.51
9148,0.55
9149,0.75
9150,0.28
9151,0.63
9152,0.68
9153,0.45
9154,0.65
9155,0.33
9156,0.53
9157,0.49
9158,0.75
9159,0.34
9160,0.31
9161,0.48
9162,0.51
9163,0.63
9164,0.54
9165,0.45
9166,0.57
9167,0.58
9168,0.72
9169,0.75
9170,0.37
9171,0.38
9172,0.45
9173,0.39
9174,0.24
9175,0.38
9176,0.47
9177,0.31
9178,0.88
9179,0.52
9180,0.57
9181,0.3
9182,0.49
9183,0.62
9184,0.47
9185,0.69
9186,0.41
9187,0.49
9188,0.33
9189,0.36
9190,0.43
9191,0.48
9192,0.45
9193,0.55
9194,0.47
9195,0.46
9196,0.45
9197,0.51
9198,0.32
9199,0.26
9200,0.61
9201,0.51
9202,0.47
9203,0.25
9204,0.27
9205,0.39
9206,0.58
9207,0.49
9208,0.48
9209,0.71
9210,0.47
9211,0.52
9212,0.26
9213,0.44
9214,0.63
9215,0.55
9216,0.48
9217,0.44
9218,0.41
9219,0.34
9220,0.55
9221,0.49
9222,0.46
9223,0.45
9224,0.49
9225,0.32
9226,0.61
9227,0.59
9228,0.51
9229,0.42
9230,0.59
9231,0.47
9232,0.51
9233,0.63
9234,0.54
9235,0.4
9236,0.51
9237,0.33
9238,0.2
9239,0.46
9240,0.23
9241,0.4
9242,0.5
9243,0.3
9244,0.42
9245,0.5
9246,0.53
9247,0.58
9248,0.39
9249,0.3
9250,0.69
9251,0.32
9252,0.57
9253,0.34
9254,0.35
9255,0.72
9256,0.27
9257,0.64
9258,0.46
9259,0.61
9260,0.53
9261,0.55
9262,0.75
9263,0.66
9264,0.16
9265,0.54
9266,0.6
9267,0.42
9268,0.41
9269,0.63
9270,0.32
9271,0.28
9272,0.46
9273,0.38
9274,0.15
9275,0.44
9276,0.59
9277,0.46
9278,0.54
9279,0.38
9280,0.23
9281,0.82
9282,0.28
9283,0.4
9284,0.51
9285,0.68
9286,0.41
9287,0.63
9288,0.49
9289,0.59
9290,0.64
9291,0.48
9292,0.35
9293,0.32
9294,0.63
9295,0.27
9296,0.63
9297,0.5
9298,0.31
9299,0.45
9300,0.54
9301,0.23
9302,0.18
9303,0.36
9304,0.52
9305,0.56
9306,0.38
9307,0.53
9308,0.49
9309,0.38
9310,0.43
9311,0.34
9312,0.45
9313,0.5
9314,0.32
9315,0.64
9316,0.41
9317,0.61
9318,0.61
9319,0.39
9320,0.37
9321,0.42
9322,0.39
9323,0.52
9324,0.5
9325,0.45
9326,0.45
9327,0.5
9328,0.51
9329,0.49
9330,0.55
9331,0.63
9332,0.32
9333,0.58
9334,0.41
9335,0.5
9336,0.5
9337,0.62
9338,0.51
9339,0.38
9340,0.44
9341,0.33
9342,0.29
9343,0.4
9344,0.27
9345,0.52
9346,0.26
9347,0.26
9348,0.49
9349,0.41
9350,0.42
9351,0.3
9352,0.64
9353,0.66
9354,0.34
9355,0.4
9356,0.7
9357,0.35
9358,0.35
9359,0.39
9360,0.41
9361,0.51
9362,0.66
9363,0.57
9364,0.5
9365,0.52
9366,0.51
9367,0.41
9368,0.53
9369,0.56
9370,0.45
9371,0.45
9372,0.49
9373,0.47
9374,0.31
9375,0.43
9376,0.44
9377,0.49
9378,0.46
9379,0.38
9380,0.35
9381,0.31
9382,0.52
9383,0.35
9384,0.33
9385,0.41
9386,0.26
9387,0.7
9388,0.27
9389,0.4
9390,0.47
9391,0.45
9392,0.36
9393,0.44
9394,0.5
9395,0.42
9396,0.47
9397,0.68
9398,0.5
9399,0.43
9400,0.5
9401,0.63
9402,0.69
9403,0.65
9404,0.78
9405,0.4
9406,0.57
9407,0.57
9408,0.59
9409,0.54
9410,0.47
9411,0.51
9412,0.57
9413,0.31
9414,0.8
9415,0.64
9416,0.58
9417,0.51
9418,0.59
9419,0.64
9420,0.37
9421,0.41
9422,0.71
9423,0.74
9424,0.77
9425,0.61
9426,0.64
9427,0.52
9428,0.45
9429,0.53
9430,0.44
9431,0.42
9432,0.59
9433,0.49
9434,0.58
9435,0.77
9436,0.5
9437,0.47
9438,0.69
9439,0.83
9440,0.33
9441,0.23
9442,0.57
9443,0.48
9444,0.69
9445,0.38
9446,0.7
9447,0.25
9448,0.34
9449,0.44
9450,0.38
9451,0.58
9452,0.63
9453,0.49
9454,0.35
9455,0.43
9456,0.55
9457,0.55
9458,0.49
9459,0.47
9460,0.48
9461,0.47
9462,0.49
9463,0.53
9464,0.41
9465,0.5
9466,0.57
9467,0.55
9468,0.37
9469,0.6
9470,0.69
9471,0.57
9472,0.26
9473,0.3
9474,0.31
9475,0.38
9476,0.5
9477,0.43
9478,0.57
9479,0.49
9480,0.46
9481,0.41
9482,0.35
9483,0.43
9484,0.61
9485,0.61
9486,0.34
9487,0.5
9488,0.55
9489,0.56
9490,0.44
9491,0.2
9492,0.15
9493,0.46
9494,0.4
9495,0.34
9496,0.37
9497,0.46
9498,0.51
9499,0.61
9500,0.53
9501,0.35
9502,0.27
9503,0.42
9504,0.31
9505,0.45
9506,0.42
9507,0.33
9508,0.34
9509,0.28
9510,0.24
9511,0.34
9512,0.51
9513,0.26
9514,0.49
9515,0.49
9516,0.44
9517,0.46
9518,0.17
9519,0.47
9520,0.32
9521,0.35
9522,0.36
9523,0.4
9524,0.42
9525,0.5
9526,0.32
9527,0.46
9528,0.52
9529,0.56
9530,0.62
9531,0.44
9532,0.44
9533,0.41
9534,0.6
9535,0.32
9536,0.36
9537,0.24
9538,0.43
9539,0.37
9540,0.52
9541,0.45
9542,0.57
9543,0.56
9544,0.35
9545,0.45
9546,0.5
9547,0.43
9548,0.54
9549,0.56
9550,0.33
9551,0.44
9552,0.52
9553,0.41
9554,0.23
9555,0.28
9556,0.63
9557,0.57
9558,0.59
9559,0.51
9560,0.33
9561,0.36
9562,0.48
9563,0.51
9564,0.37
9565,0.29
9566,0.52
9567,0.38
9568,0.47
9569,0.26
9570,0.48
9571,0.78
9572,0.6
9573,0.53
9574,0.35
9575,0.49
9576,0.69
9577,0.59
9578,0.47
9579,0.55
9580,0.55
9581,0.43
9582,0.34
9583,0.37
9584,0.44
9585,0.54
9586,0.56
9587,0.58
9588,0.5
9589,0.42
9590,0.44
9591,0.48
9592,0.55
9593,0.3
9594,0.42
9595,0.53
9596,0.3
9597,0.56
9598,0.43
9599,0.5
9600,0.48
9601,0.64
9602,0.38
9603,0.41
9604,0.68
9605,0.46
9606,0.38
9607,0.64
9608,0.26
9609,0.63
9610,0.72
9611,0.53
9612,0.4
9613,0.6
9614,0.25
9615,0.42
9616,0.44
9617,0.39
9618,0.55
9619,0.63
9620,0.58
9621,0.47
9622,0.33
9623,0.37
9624,0.31
9625,0.47
9626,0.42
9627,0.36
9628,0.71
9629,0.49
9630,0.43
9631,0.41
9632,0.64
9633,0.84
9634,0.8
9635,0.44
9636,0.45
9637,0.71
9638,0.59
9639,0.42
9640,0.62
9641,0.74
9642,0.45
9643,0.52
9644,0.42
9645,0.44
9646,0.47
9647,0.44
9648,0.52
9649,0.56
9650,0.61
9651,0.47
9652,0.58
9653,0.29
9654,0.5
9655,0.37
9656,0.81
9657,0.38
9658,0.52
9659,0.51
9660,0.71
9661,0.52
9662,0.52
9663,0.35
9664,0.85
9665,0.64
9666,0.69
9667,0.56
9668,0.55
9669,0.49
9670,0.78
9671,0.39
9672,0.36
9673,0.27
9674,0.62
9675,0.64
9676,0.67
9677,0.54
9678,0.47
9679,0.72
9680,0.7
9681,0.49
9682,0.65
9683,0.56
9684,0.58
9685,0.48
9686,0.49
9687,0.57
9688,0.56
9689,0.38
9690,0.36
9691,0.77
9692,0.55
9693,0.47
9694,0.5
9695,0.3
9696,0.36
9697,0.87
9698,0.41
9699,0.57
9700,0.24
9701,0.45
9702,0.32
9703,0.34
9704,0.7
9705,0.44
9706,0.38
9707,0.25
9708,0.45
9709,0.49
9710,0.43
9711,0.32
9712,0.58
9713,0.27
9714,0.39
9715,0.52
9716,0.69
9717,0.41
9718,0.56
9719,0.51
9720,0.27
9721,0.27
9722,0.57
9723,0.42
9724,0.32
9725,0.37
9726,0.37
9727,0.63
9728,0.48
9729,0.49
9730,0.41
9731,0.38
9732,0.42
9733,0.59
9734,0.53
9735,0.54
9736,0.55
9737,0.5
9738,0.38
9739,0.4
9740,0.35
9741,0.37
9742,0.45
9743,0.41
9744,0.63
9745,0.59
9746,0.32
9747,0.42
9748,0.43
9749,0.27
9750,0.38
9751,0.37
9752,0.26
9753,0.37
9754,0.42
9755,0.32
9756,0.55
9757,0.4
9758,0.53
9759,0.37
9760,0.48
9761,0.73
9762,0.34
9763,0.48
9764,0.51
9765,0.37
9766,0.44
9767,0.26
9768,0.36
9769,0.59
9770,0.51
9771,0.63
9772,0.43
9773,0.6
9774,0.67
9775,0.53
9776,0.36
9777,0.59
9778,0.37
9779,0.45
9780,0.58
9781,0.55
9782,0.36
9783,0.48
9784,0.37
9785,0.69
9786,0.14
9787,0.38
9788,0.2
9789,0.35
9790,0.32
9791,0.31
9792,0.29
9793,0.31
9794,0.41
9795,0.28
9796,0.59
9797,0.44
9798,0.55
9799,0.56
9800,0.42
9801,0.41
9802,0.44
9803,0.6
9804,0.45
9805,0.45
9806,0.18
9807,0.47
9808,0.46
9809,0.49
9810,0.32
9811,0.46
9812,0.36
9813,0.43
9814,0.35
9815,0.41
9816,0.45
9817,0.41
9818,0.66
9819,0.32
9820,0.38
9821,0.41
9822,0.22
9823,0.38
9824,0.68
9825,0.47
9826,0.42
9827,0.38
9828,0.57
9829,0.23
9830,0.66
9831,0.41
9832,0.41
9833,0.32
9834,0.72
9835,0.41
9836,0.55
9837,0.37
9838,0.37
9839,0.41
9840,0.48
9841,0.44
9842,0.48
9843,0.41
9844,0.46
9845,0.39
9846,0.28
9847,0.58
9848,0.23
9849,0.44
9850,0.62
9851,0.49
9852,0.4
9853,0.49
9854,0.53
9855,0.42
9856,0.56
9857,0.34
9858,0.62
9859,0.55
9860,0.44
9861,0.48
9862,0.55
9863,0.5
9864,0.45
9865,0.48
9866,0.54
9867,0.54
9868,0.47
9869,0.57
9870,0.55
9871,0.54
9872,0.5
9873,0.32
9874,0.43
9875,0.48
9876,0.51
9877,0.56
9878,0.44
9879,0.46
9880,0.49
9881,0.64
9882,0.42
9883,0.49
9884,0.26
9885,0.45
9886,0.42
9887,0.32
9888,0.69
9889,0.46
9890,0.68
9891,0.47
9892,0.64
9893,0.36
9894,0.46
9895,0.27
9896,0.3
9897,0.51
9898,0.48
9899,0.36
9900,0.45
9901,0.39
9902,0.37
9903,0.19
9904,0.44
9905,0.48
9906,0.45
9907,0.49
9908,0.61
9909,0.57
9910,0.36
9911,0.53
9912,0.51
9913,0.59
9914,0.41
9915,0.54
9916,0.48
9917,0.25
9918,0.72
9919,0.74
9920,0.56
9921,0.43
9922,0.44
9923,0.64
9924,0.55
9925,0.4
9926,0.53
9927,0.54
9928,0.58
9929,0.64
9930,0.66
9931,0.63
9932,0.7
9933,0.55
9934,0.7
9935,0.33
9936,0.56
9937,0.45
9938,0.32
9939,0.61
9940,0.61
9941,0.47
9942,0.62
9943,0.65
9944,0.41
9945,0.52
9946,0.69
9947,0.53
9948,0.4
9949,0.62
9950,0.45
9951,0.77
9952,0.59
9953,0.6
9954,0.5
9955,0.34
9956,0.67
9957,0.47
9958,0.74
9959,0.67
9960,0.5
9961,0.45
9962,0.68
9963,0.55
9964,0.44
9965,0.77
9966,0.52
9967,0.65
9968,0.47
9969,0.28
9970,0.26
9971,0.38
9972,0.41
9973,0.49
9974,0.46
9975,0.54
9976,0.45
9977,0.27
9978,0.23
9979,0.55
9980,0.34
9981,0.53
9982,0.43
9983,0.52
9984,0.61
9985,0.56
9986,0.44
9987,0.37
9988,0.38
9989,0.23
9990,0.49
9991,0.47
9992,0.25
9993,0.4
9994,0.6
9995,0.32
9996,0.51
9997,0.54
9998,0.5
9999,0.56
10000,0.34
10001,0.53
10002,0.63
10003,0.44
10004,0.57
10005,0.37
10006,0.55
10007,0.57
